nrun  cer1    cer2    cer3    cer4    cer5    cer6    cer7    cer8    cer9    cer10   flag
1281  73.17  77.07  91.75  101.62  87.39  102.78  128.58  106.37  110.69  137.11  0
1282  79.62  101.56  107.79  101.22  87.29  109.73  123.32  105.19  106.13  151.16  0
1283  85.30  78.47  93.94  115.21  82.11  98.80  126.60  96.19  117.16  141.09  0
1284  86.96  85.25  87.45  101.41  84.95  100.52  132.85  99.32  121.35  132.36  0
1285  77.78  87.12  90.11  112.87  85.41  105.69  136.03  114.26  113.62  110.78  0
1286  75.80  73.78  100.05  110.08  84.15  109.22  134.88  96.57  106.22  123.67  0
1287  78.57  80.79  81.65  120.05  94.61  103.13  125.49  109.70  114.57  120.97  0
1288  77.65  98.76  101.01  109.66  93.77  108.91  124.20  105.75  107.72  127.81  0
1289  91.45  85.55  97.17  113.70  94.75  107.25  134.43  91.77  120.84  136.20  0
1290  83.74  83.27  89.67  105.71  86.19  105.82  126.78  110.10  113.18  151.83  0
1291  85.18  75.69  94.46  105.03  87.17  105.72  123.66  98.96  110.14  122.98  0
1292  95.00  93.38  95.37  102.98  96.28  107.84  129.17  105.19  109.78  130.29  0
1293  84.56  77.62  101.98  108.34  90.41  109.50  132.03  117.34  121.13  111.36  0
1294  76.04  91.46  96.37  90.95  87.94  105.43  140.91  101.01  115.46  127.50  0
1295  83.87  89.40  96.87  99.62  87.86  98.37  137.96  99.15  123.19  136.12  0
1296  90.03  71.97  82.83  107.29  92.50  97.01  127.41  108.08  117.44  121.50  0
1297  90.91  61.50  95.23  122.54  88.96  103.42  126.40  111.99  119.62  132.47  0
1298  81.23  85.97  90.40  108.91  87.56  107.65  142.18  96.56  111.07  137.44  0
1299  72.48  91.76  85.70  102.88  86.53  107.49  144.12  113.23  117.16  114.33  0
1300  94.24  73.56  93.80  105.62  97.00  105.19  137.05  110.30  132.57  122.70  0
1301  85.02  85.05  100.71  106.65  89.35  91.19  131.60  101.37  118.31  125.54  0
1309  88.63  55.96  77.03  117.84  81.94  90.13  108.91  90.22  122.50  139.29  0
1312  70.04  36.70  96.70  100.09  88.63  94.28  160.08  65.36  146.71  210.14  0
1313  106.98  79.84  95.04  122.18  96.91  106.86  136.96  122.47  102.38  115.90  0
1318  122.21  88.98  73.78  106.59  63.39  83.24  113.32  98.33  112.17  144.53  1
1322  72.08  85.01  79.39  130.11  94.00  90.76  97.01  109.70  94.74  130.94  0
1323  77.63  75.60  87.91  110.88  100.53  103.71  134.66  103.85  97.70  146.55  0
1325  98.28  89.28  81.26  67.26  93.58  121.76  64.23  112.96  81.53  145.68  0
1326  89.95  88.33  99.24  132.00  80.11  105.90  125.85  120.75  135.00  121.39  0
1327  79.93  87.48  100.06  118.73  95.16  116.02  134.33  105.13  114.05  129.91  0
1328  86.90  96.02  102.11  115.99  96.31  119.02  123.30  109.33  106.80  122.21  0
1329  79.01  77.40  91.51  101.81  79.94  96.81  128.01  102.94  122.51  125.55  0
1331  85.98  82.31  91.22  111.74  96.26  113.99  132.68  104.82  107.81  115.90  0
1333  94.74  83.23  98.40  115.52  93.77  106.67  135.39  120.99  112.73  115.70  0
1334  83.04  71.88  100.78  132.21  79.59  99.78  135.91  118.43  114.63  109.90  0
1335  73.13  84.59  85.45  124.13  100.14  94.31  120.22  100.89  131.94  125.26  0
1336  75.15  82.42  100.36  109.34  85.30  113.43  135.69  113.95  116.55  118.41  0
1337  81.66  82.70  83.83  95.66  90.30  100.68  132.20  108.99  109.45  129.15  0
1338  86.97  86.07  107.38  107.38  91.81  109.10  134.74  114.22  102.27  133.46  0
1339  69.10  61.62  111.12  74.94  80.69  109.73  108.79  105.62  113.32  77.08  0
1342  82.08  76.27  87.07  90.17  88.30  75.97  125.45  105.95  116.33  118.97  0
1343  60.27  75.75  119.90  93.92  81.04  84.34  109.92  83.14  85.82  90.28  0
1344  62.41  46.24  89.62  91.37  84.37  85.32  122.48  80.61  156.56  112.79  0
1345  107.10  100.32  69.66  116.33  88.74  114.35  144.79  111.06  69.34  70.54  0
1346  81.43  79.60  84.57  115.71  84.88  81.91  139.68  81.52  156.56  137.47  0
1347  77.76  70.66  79.17  100.24  79.17  98.99  143.46  93.84  139.71  160.90  0
1348  79.16  74.73  86.75  101.87  84.22  95.46  133.65  92.38  120.86  143.20  0
1350  78.75  74.50  92.38  93.05  72.64  98.58  138.28  98.68  125.49  139.03  0
1351  84.10  73.94  87.89  93.09  84.97  95.17  131.89  113.83  119.51  130.48  0
1352  62.78  66.08  90.13  89.09  89.57  83.68  132.57  93.63  129.75  150.99  0
1353  65.61  74.46  80.92  107.69  78.82  105.19  147.70  104.36  131.72  155.98  0
1354  74.89  77.54  81.72  112.72  88.01  100.84  140.29  103.02  147.57  129.07  0
1355  82.57  83.14  80.28  97.61  85.26  92.82  131.83  97.14  116.28  144.92  0
1356  83.16  81.29  88.21  92.60  82.79  98.47  133.46  93.23  128.98  146.08  0
1357  77.23  86.38  77.65  96.05  86.58  94.68  126.37  99.13  134.56  144.86  0
1358  98.52  86.29  73.54  105.16  82.92  94.90  142.44  104.05  127.67  133.73  0
1359  83.27  70.62  69.34  89.41  85.40  101.50  139.04  105.34  105.79  147.82  0
1360  59.55  73.05  80.28  95.72  81.96  103.60  125.83  91.19  125.79  209.84  0
1362  68.66  69.76  81.40  91.67  69.26  85.24  134.69  81.42  143.96  136.97  0
1363  75.59  70.41  101.36  58.71  83.94  113.95  134.70  105.94  126.20  130.98  0
1364  58.04  71.40  80.58  64.01  75.18  151.75  129.17  82.53  157.27  301.27  1
1365  94.68  78.25  116.96  105.81  116.74  131.78  130.81  98.67  95.88  134.28  0
1366  66.15  67.39  79.72  89.75  80.43  101.37  111.75  92.92  136.67  132.65  0
1367  66.60  74.23  77.15  92.32  86.21  98.02  140.81  80.40  148.00  157.54  0
1368  55.83  75.97  63.19  87.20  81.67  90.16  139.42  84.45  140.36  153.66  0
1369  67.75  68.90  81.72  87.62  81.36  84.39  134.44  96.80  142.08  183.65  0
1370  66.05  70.44  81.09  93.53  72.63  97.75  112.84  98.41  125.69  147.98  0
1371  79.89  75.71  83.00  94.26  80.00  93.62  140.11  90.75  136.45  174.31  0
1372  66.39  76.99  74.41  105.68  76.96  93.68  143.85  87.55  105.60  140.12  0
1373  64.09  70.63  79.24  98.92  74.18  100.12  125.47  99.42  142.79  164.85  0
1374  81.33  74.56  69.64  82.42  76.51  100.56  136.98  96.05  125.53  153.32  0
1375  79.59  67.50  77.08  101.78  75.19  82.67  120.30  93.20  151.33  149.59  0
1376  66.50  63.68  62.08  98.25  79.56  88.83  134.78  89.11  140.71  152.40  0
1377  72.24  67.68  82.36  85.21  75.53  97.54  107.41  91.48  126.80  162.30  0
1378  83.37  78.88  67.08  86.28  74.60  99.88  135.37  81.88  120.15  159.87  0
1379  75.61  78.69  75.72  91.12  69.59  97.38  123.94  89.65  128.69  176.55  0
1380  83.08  72.05  69.62  105.33  78.45  96.13  80.15  69.97  128.69  192.74  0
1381  69.07  81.43  66.57  79.86  72.19  94.62  145.66  103.08  131.84  154.72  0
1382  79.29  74.11  69.94  101.49  85.47  91.49  128.00  82.33  135.47  156.24  0
1383  73.28  67.14  78.80  93.36  69.99  90.97  123.50  93.35  134.46  157.70  0
1384  56.81  72.12  65.52  104.03  89.25  106.19  148.50  73.74  107.70  184.08  0
1386  75.86  61.17  79.87  86.15  76.87  90.93  114.14  104.19  149.50  151.57  0
1387  69.99  69.55  70.00  101.68  71.42  90.56  135.17  83.83  173.15  156.76  0
1388  73.81  77.28  80.04  57.49  58.66  87.48  111.32  118.23  148.22  269.39  1
1389  76.92  62.01  84.58  87.84  78.04  95.14  132.92  90.52  122.76  148.06  0
1390  76.44  63.75  85.74  96.89  86.67  100.38  154.99  87.90  134.21  168.44  0
1392  75.74  73.36  63.78  92.48  75.67  102.77  113.00  74.39  140.37  121.63  0
1394  63.55  68.01  79.03  87.56  60.27  97.24  136.33  101.71  121.68  199.21  0
1396  79.05  90.34  87.16  176.22  75.37  144.88  211.26  131.70  148.56  79.38  1
1397  74.67  71.63  71.71  98.13  78.33  94.25  115.19  80.41  159.47  229.23  1
1398  65.79  55.71  73.71  86.17  78.00  80.08  101.00  82.58  144.84  91.17  0
1399  88.22  68.17  87.73  84.28  70.83  84.40  112.33  94.54  211.49  123.98  0
1402  72.75  68.94  82.90  77.94  65.91  79.03  125.32  74.82  147.67  126.29  0
1403  69.89  73.03  74.64  81.82  74.27  95.37  110.97  92.68  130.65  166.56  0
1404  65.49  79.46  85.56  87.20  75.39  91.79  118.93  82.87  144.84  156.72  0
1405  76.10  62.83  68.85  97.06  79.76  86.75  114.80  91.75  146.24  185.21  0
1406  64.82  58.13  63.07  70.85  73.21  87.42  136.08  86.42  148.50  865.81  1
1407  73.32  67.82  67.53  68.98  67.53  88.23  106.38  102.02  161.59  215.13  1
1408  72.40  58.72  54.68  87.88  78.21  77.96  96.40  80.42  168.11  237.51  1
1409  69.35  73.87  74.12  83.27  80.65  85.48  109.77  82.32  141.10  218.94  0
1410  59.37  67.71  66.90  86.83  67.68  88.17  108.05  77.76  155.52  136.42  0
1411  67.99  67.51  82.89  93.51  78.18  86.20  112.12  71.03  130.69  121.83  0
1412  85.44  74.28  67.23  97.08  75.06  78.52  122.08  69.83  148.00  203.21  1
1413  57.29  59.78  68.99  106.41  78.85  100.39  125.55  90.41  161.28  245.73  1
1414  65.99  58.51  82.27  97.37  63.46  86.09  129.89  87.40  204.44  161.28  0
1415  61.64  52.79  53.04  102.86  56.53  102.75  141.22  84.59  165.75  365.83  1
1416  70.47  82.23  56.40  100.36  80.47  88.52  108.61  76.73  128.14  229.03  1
1420  83.44  65.78  85.16  77.15  61.73  107.42  77.90  103.45  843.07  833.79  1
1422  68.35  60.53  70.28  84.83  77.27  89.55  122.79  96.53  155.16  501.15  1
1423  81.70  59.60  59.50  106.29  86.61  115.95  123.70  70.29  92.97  840.30  1
1425  65.66  53.49  74.55  92.94  80.43  97.95  116.35  95.81  147.06  154.06  0
1426  72.61  74.81  62.71  89.45  67.32  95.18  105.44  77.89  163.42  147.91  0
1427  79.81  69.85  63.37  89.16  70.27  98.42  102.92  87.68  128.24  152.73  0
1428  66.29  68.42  80.27  74.19  62.27  85.46  107.79  91.87  130.92  144.69  0
1429  78.50  79.22  81.30  58.64  71.62  103.66  101.87  83.47  153.08  852.25  1
1430  59.97  73.55  52.75  78.41  87.06  105.19  122.59  88.79  202.34  87.24  0
1431  61.70  62.23  70.65  76.31  79.69  88.72  104.76  85.39  154.03  285.81  1
1432  72.45  73.36  67.61  90.31  77.20  77.91  82.32  76.43  167.62  97.60  0
1433  66.75  72.69  68.91  92.08  75.85  83.05  98.21  90.95  129.05  138.84  0
1434  69.40  73.58  70.53  93.60  67.79  77.52  103.63  80.06  145.52  222.94  1
1435  76.01  73.15  72.24  92.31  73.24  93.27  120.15  81.05  111.77  135.99  0
1436  73.07  72.05  71.54  85.94  66.57  94.37  146.32  72.00  156.38  131.51  0
1437  71.15  64.26  63.49  93.59  68.26  85.30  122.94  72.83  148.59  156.53  0
1438  62.00  65.83  73.58  95.22  63.23  90.03  111.42  82.02  168.15  151.77  0
1439  76.27  65.60  74.58  87.80  68.83  92.63  115.51  87.68  123.30  145.98  0
1440  59.58  72.81  63.25  69.47  79.31  77.24  115.31  87.97  139.25  154.83  0
1441  67.20  68.67  84.33  90.22  88.40  92.69  111.86  94.95  232.89  325.59  0
1450  62.74  61.06  80.26  106.97  66.65  94.97  119.25  80.43  135.37  193.30  0
1451  57.53  57.38  61.22  78.09  66.49  82.99  123.35  69.02  103.62  222.19  1
1452  74.55  65.52  65.94  89.50  64.25  81.23  114.79  127.18  136.47  377.48  1
1453  70.88  63.04  84.37  87.21  70.38  94.45  134.95  91.92  147.89  152.49  0
1454  61.41  61.95  67.86  86.10  76.80  89.02  110.92  79.63  100.58  128.98  0
1455  79.30  78.70  75.72  91.55  78.46  92.84  109.50  103.20  157.43  207.02  1
1456  67.75  65.51  67.75  83.88  77.76  81.78  128.94  82.28  150.03  215.57  1
1457  59.18  53.81  61.26  88.89  59.47  88.47  120.38  76.43  140.23  371.40  1
1458  58.95  73.54  72.04  79.80  79.01  92.74  109.24  89.49  171.54  204.16  1
1459  74.91  64.90  77.27  107.35  74.21  93.32  125.13  84.58  139.74  176.67  0
1460  88.87  71.30  73.95  81.58  76.30  91.68  116.87  103.84  150.81  162.62  0
1461  80.56  75.14  71.76  94.90  68.03  91.53  127.67  86.06  155.02  139.65  0
1462  64.21  69.99  75.04  85.77  70.31  91.22  100.83  99.46  132.46  167.55  0
1463  63.64  71.05  77.37  66.23  63.42  92.47  104.50  86.88  313.51  145.65  1
1464  72.54  76.97  83.93  62.62  65.96  85.29  90.26  44.71  151.37  168.53  0
1465  71.58  71.59  76.54  84.35  77.39  88.47  113.61  81.41  136.67  144.19  0
1466  65.95  74.72  76.81  81.47  84.91  93.18  110.56  87.16  148.82  151.15  0
1468  73.61  68.38  81.39  49.66  89.78  95.01  114.35  71.61  168.69  400.91  1
1469  61.29  69.74  75.84  85.20  81.25  87.53  97.18  81.81  148.14  184.58  1
1470  69.74  65.17  80.36  82.96  72.87  79.37  113.65  90.27  172.37  259.05  1
1472  69.72  57.87  78.77  73.11  85.96  86.19  125.81  85.57  123.36  344.97  1
1474  105.55  107.26  123.21  123.36  120.60  62.02  118.82  82.39  89.27  102.16  0
1475  70.25  69.86  80.00  80.43  78.52  89.38  112.07  92.42  129.12  240.12  1
1476  69.89  65.47  77.01  88.38  73.40  87.37  109.89  82.73  176.06  183.41  1
1477  72.14  75.23  71.15  72.41  76.57  88.74  120.04  72.04  150.71  135.41  0
1478  60.57  68.54  64.56  78.46  70.68  86.69  104.51  77.49  137.99  127.72  0
1479  58.04  58.59  64.20  85.49  77.44  91.82  224.79  99.62  146.90  134.10  1
1482  84.46  69.37  75.57  93.65  68.06  99.65  103.16  91.34  147.76  851.26  1
1483  52.75  62.54  68.06  120.31  74.26  95.11  131.49  97.21  167.89  119.83  0
1484  65.45  76.13  76.12  70.38  80.63  83.47  89.74  83.60  152.27  237.79  1
1485  67.75  67.73  73.16  82.71  80.83  87.57  100.09  83.64  160.39  243.72  1
1486  69.02  62.91  69.60  93.12  79.85  87.23  91.23  95.82  150.85  239.01  1
1487  70.03  65.98  76.88  82.13  75.57  102.72  92.86  82.89  151.72  180.39  1
1488  66.05  45.87  81.81  93.22  68.73  85.87  89.96  85.20  94.83  142.65  0
1489  73.13  64.35  80.31  81.41  70.00  85.59  96.66  71.72  125.31  360.21  1
1490  68.11  63.05  67.41  88.47  74.02  89.53  94.72  82.31  129.69  218.01  1
1491  73.66  69.84  74.06  87.78  74.28  89.40  100.75  92.13  151.64  204.25  1
1492  72.35  75.06  66.67  77.27  82.71  87.51  119.86  83.18  143.85  829.81  1
1493  69.49  63.61  63.60  104.08  71.10  90.10  112.34  76.91  143.31  255.96  1
1494  66.71  63.59  99.50  75.35  81.79  91.95  76.15  62.69  315.51  265.29  1
1495  61.79  68.25  67.75  79.18  79.10  97.83  97.20  84.11  141.46  218.33  1
1496  62.72  67.73  73.14  73.96  57.75  76.87  127.57  79.06  231.07  151.41  1
1501  69.38  65.76  60.13  96.50  68.20  88.90  94.83  94.08  131.00  186.02  1
1502  62.87  70.87  70.29  88.94  68.76  95.78  103.71  101.27  139.74  711.83  1
1503  55.17  64.12  74.50  101.68  79.41  83.71  94.07  74.62  164.33  100.37  0
1504  64.41  73.63  76.07  97.96  69.92  82.61  97.58  71.53  167.02  233.08  1
1505  60.53  72.67  60.98  79.74  73.74  85.07  91.50  85.13  165.60  238.32  1
1506  70.63  53.08  77.45  76.37  74.34  73.17  88.91  76.49  143.08  194.60  0
1510  94.66  83.12  81.72  143.96  79.24  90.28  117.27  91.98  116.12  152.26  0
1513  75.94  81.81  76.79  197.41  87.49  101.37  132.76  90.40  122.14  167.43  1
1515  75.68  76.02  81.91  114.02  89.81  96.75  138.75  96.92  118.46  156.98  0
1516  92.92  80.01  76.94  101.86  65.61  90.48  136.93  98.84  140.20  151.73  0
1518  66.73  81.46  68.94  103.29  88.94  101.25  112.53  84.39  170.79  142.75  0
1520  60.97  64.44  55.40  116.13  77.38  85.65  110.45  101.58  131.09  362.81  1
1521  137.20  46.90  43.27  106.37  82.50  86.92  122.42  72.60  131.68  115.69  0
1524  103.42  76.39  85.22  97.67  97.71  127.66  75.63  85.45  118.95  78.33  1
1525  75.67  80.36  84.15  108.49  70.44  91.01  100.01  91.03  843.65  121.71  1
1526  64.05  63.89  65.43  92.50  68.20  96.18  132.44  85.58  257.52  472.39  1
1528  73.98  67.36  78.61  106.14  66.24  88.75  90.90  89.74  169.20  794.64  1
1529  76.95  59.67  96.00  83.68  71.02  91.26  100.16  104.11  145.80  193.10  1
1530  63.33  83.04  64.62  70.51  80.01  87.69  112.86  75.74  242.12  240.26  1
1531  64.97  66.70  68.92  99.48  72.08  87.62  116.81  78.78  239.17  203.59  1
1532  74.10  65.88  71.72  93.75  77.21  92.36  94.53  79.40  133.50  216.14  1
1533  65.01  65.45  61.88  72.10  65.42  86.27  116.87  87.28  128.98  749.52  1
1540  67.22  57.90  67.23  96.20  68.90  91.91  143.89  87.66  145.90  268.30  0
1541  63.32  64.42  72.28  99.24  67.74  86.44  138.80  75.27  199.72  249.23  1
1542  81.26  54.56  107.91  82.64  63.23  75.30  118.71  91.61  129.14  109.70  0
1543  64.71  68.46  62.16  99.14  73.34  101.41  110.98  88.16  153.40  140.90  0
1545  70.74  58.64  77.36  98.19  59.97  77.50  114.00  86.97  139.92  183.97  0
1546  75.98  66.34  71.96  105.03  76.44  97.20  104.08  88.01  121.66  440.89  1
1547  79.26  65.48  82.05  98.46  72.72  88.17  115.26  82.90  138.38  249.85  1
1548  71.64  65.93  70.16  103.22  69.99  85.98  118.44  78.56  211.95  237.08  1
1549  70.31  76.54  81.03  100.98  74.58  91.10  114.89  81.42  159.82  197.87  1
1550  72.98  62.12  75.11  78.53  57.50  82.81  143.24  82.29  149.84  128.22  0
1551  83.45  78.17  86.69  116.75  80.42  103.07  134.43  94.41  133.52  156.36  0
1553  72.34  71.93  68.57  90.25  72.05  87.35  102.72  78.38  163.57  279.83  1
1557  71.32  75.64  79.66  91.30  82.32  87.78  117.16  77.19  128.38  804.39  1
1558  54.14  53.25  69.54  94.52  59.54  91.98  135.42  87.12  110.75  88.92  0
1559  69.08  75.60  81.19  98.68  64.05  86.69  109.11  81.36  127.73  88.76  0
1560  65.15  77.86  69.70  64.28  74.50  91.49  93.90  83.40  153.86  432.96  1
1561  63.73  52.72  79.07  109.88  70.33  90.44  107.92  95.61  115.13  129.71  0
1562  68.58  63.45  62.72  103.47  71.97  95.02  114.26  72.90  152.21  309.73  1
1563  62.25  77.05  83.60  99.62  68.35  83.69  101.36  84.60  208.31  137.65  0
1564  69.01  65.05  62.64  102.01  81.18  89.84  102.87  92.99  134.70  297.55  1
1565  71.95  62.54  73.23  122.83  74.85  85.34  101.35  82.46  139.35  152.51  0
1566  60.67  71.59  72.37  106.89  79.33  90.10  122.67  84.81  117.29  122.94  0
1567  63.73  72.16  83.91  109.72  73.86  98.10  137.52  88.34  114.40  109.74  0
1568  66.21  59.14  83.75  112.60  80.57  84.87  93.25  75.53  150.54  511.21  1
1569  54.68  64.24  80.11  85.57  67.27  82.74  103.40  70.82  117.60  224.61  1
1571  74.67  66.25  58.74  105.27  74.41  85.02  111.98  85.62  138.67  358.05  1
1572  70.00  54.47  73.08  66.92  70.81  97.87  117.15  75.33  156.48  141.89  0
1576  52.82  49.26  60.96  106.64  76.16  102.17  108.10  75.99  145.88  247.72  1
1577  66.84  67.11  81.96  100.32  76.10  91.30  94.38  91.26  182.25  157.15  0
1578  69.55  64.67  77.29  100.34  80.57  94.67  124.26  86.24  151.15  141.13  0
1579  81.90  76.77  74.66  144.33  82.57  70.89  98.84  80.32  136.65  806.75  1
1580  68.56  68.76  66.29  97.24  69.39  96.15  91.29  78.67  205.48  273.77  1
1581  67.38  75.21  80.72  96.92  69.75  84.86  118.06  83.71  151.53  154.27  0
1582  72.20  64.00  81.30  80.48  78.06  96.59  88.92  85.62  212.00  166.64  1
1583  61.62  73.05  64.21  95.61  74.91  86.56  127.64  93.43  153.47  203.48  1
1584  62.93  64.63  68.88  83.79  73.28  92.51  130.62  70.20  147.94  606.70  1
1585  66.84  62.62  73.76  111.81  69.98  90.63  132.99  72.50  161.28  312.66  1
1586  64.36  67.10  71.40  97.19  85.02  92.45  122.11  86.07  162.81  221.51  1
1587  70.22  65.96  64.01  95.94  71.98  91.82  107.66  82.26  166.24  166.67  0
1588  55.28  79.29  73.44  97.19  70.95  89.36  103.62  83.46  156.56  223.94  1
1589  67.48  65.22  70.82  109.69  70.21  85.76  120.24  88.32  142.17  226.62  1
1590  71.24  77.97  70.04  108.45  67.56  88.87  123.63  77.35  158.03  203.77  1
1591  79.71  65.38  71.07  90.23  76.06  94.64  130.59  94.62  157.29  200.35  1
1592  71.54  66.09  85.72  86.65  79.30  90.17  109.37  73.76  287.75  128.47  0
1593  76.13  59.72  74.04  79.74  78.62  89.58  136.64  86.84  119.54  358.36  1
1594  62.30  65.78  72.10  97.42  79.46  95.25  122.22  79.77  241.25  133.36  0
1595  65.79  75.35  72.53  70.27  84.11  87.48  123.09  92.14  123.72  848.63  1
1596  62.55  59.86  78.33  92.66  69.96  87.43  119.40  84.81  132.36  125.20  0
1597  70.86  71.21  69.58  94.75  79.34  93.63  106.60  79.50  157.37  209.70  1
1598  70.56  63.12  79.58  97.16  78.59  91.27  105.11  79.14  149.19  169.97  0
1599  73.31  74.15  65.62  99.28  85.09  100.04  139.23  69.82  133.69  109.94  0
1600  76.08  67.92  62.05  136.09  87.30  113.59  111.41  101.83  143.98  126.36  0
1601  78.73  90.79  77.37  133.63  66.27  90.00  124.70  84.12  111.51  181.81  0
1604  58.72  62.10  77.30  94.94  68.77  91.59  109.99  71.26  141.34  798.86  1
1605  71.59  77.26  75.17  102.84  63.67  86.98  120.60  76.44  105.11  398.04  1
1606  68.59  65.88  74.09  99.83  79.71  89.97  93.21  90.08  148.71  802.12  1
1607  71.60  68.47  80.59  80.43  69.52  97.11  107.70  68.87  135.68  329.30  1
1608  63.56  70.00  64.82  86.89  77.87  94.07  113.90  85.70  142.20  109.89  0
1609  65.94  65.94  69.30  97.05  74.12  96.40  99.40  81.43  137.25  157.71  0
1610  62.35  67.90  84.02  100.87  82.53  94.27  121.18  78.24  169.07  137.60  0
1611  71.28  59.75  76.03  89.85  82.51  97.22  112.05  93.09  141.85  215.62  1
