nrun  S2L1    S2L2    S2L3    S2L4    S2L5    S2L6    S2L7    S2L8    S2L9    S2L10   S2L11   S2L12   S2L13   S2L14   S2L15  S2L16
1733  0.13  0.27  0.38  0.32  0.33  0.09  0.43  0.50  0.36  0.39  0.26  0.35  -0.04  0.33  0.24  0.07  
1734  0.03  0.27  0.18  0.21  0.34  -0.04  0.35  0.31  0.32  0.38  0.24  0.52  0.10  0.28  0.47  -0.01  
1735  0.22  0.20  0.22  0.38  0.34  0.16  0.36  0.14  0.35  0.26  0.03  0.26  0.07  0.34  0.47  0.04  
1736  0.25  0.20  0.25  0.24  0.26  0.08  0.21  0.38  0.25  0.29  0.21  0.45  -0.10  0.39  0.26  0.07  
1737  0.09  0.33  -0.01  0.33  0.45  0.31  0.49  0.41  0.21  0.62  0.04  0.21  0.19  0.33  0.49  0.32  
1738  0.30  0.32  0.09  0.32  0.32  0.19  0.24  0.21  0.29  0.28  0.21  0.53  0.08  0.37  0.34  0.11  
1739  0.31  0.41  0.26  0.22  0.34  0.00  0.36  0.36  0.19  0.59  0.33  0.73  0.16  0.51  0.31  0.13  
1740  0.11  0.06  0.26  0.06  0.17  0.29  0.18  0.11  0.48  0.22  0.18  0.49  0.09  0.58  0.42  -0.05  
1741  0.28  0.21  0.30  0.31  0.32  0.01  0.33  0.39  0.35  0.36  0.20  0.41  -0.08  0.44  0.50  0.17  
1742  0.32  0.08  0.21  0.38  0.25  -0.04  0.26  0.31  0.44  0.45  0.12  0.34  -0.14  0.45  0.44  0.05  
1743  0.31  0.20  0.22  0.22  0.15  -0.06  0.16  0.41  0.35  0.39  0.14  0.41  0.03  0.46  0.36  -0.03  
1744  0.20  0.21  0.22  0.24  0.33  0.22  0.48  0.37  0.33  0.58  0.18  0.46  0.00  0.21  0.37  0.06  
1745  0.22  0.19  0.39  0.36  0.23  0.05  0.17  0.24  0.42  0.54  0.10  0.57  -0.06  0.35  0.33  0.13  
1746  0.09  -0.01  0.27  0.20  0.25  -0.00  0.16  0.43  0.32  0.20  -0.05  0.29  0.09  0.33  0.53  0.01  
1747  0.29  0.12  0.10  0.25  0.31  0.18  0.12  0.21  0.40  0.40  0.06  0.37  -0.06  0.32  0.46  0.19  
1748  0.40  0.19  0.13  0.39  0.34  -0.21  0.06  0.25  0.42  0.46  0.19  0.51  0.07  0.25  0.51  0.07  
1749  0.20  0.23  0.45  0.31  0.36  0.11  0.07  0.57  0.40  0.30  0.11  0.46  -0.07  0.21  0.42  0.05  
1750  0.20  0.26  0.26  0.31  0.20  0.12  0.37  0.61  0.25  0.37  0.03  0.37  0.11  0.26  0.52  0.20  
1751  0.20  0.27  0.35  0.16  0.36  0.18  0.22  0.29  0.33  0.40  0.10  0.55  0.04  0.63  0.24  0.07  
1752  0.02  0.16  0.42  0.38  0.14  0.19  0.18  0.30  0.34  0.56  0.08  0.59  0.08  0.25  0.33  0.25  
1753  0.28  0.12  0.27  0.23  0.32  0.32  0.20  0.47  0.48  0.21  0.19  0.43  0.05  0.42  0.53  0.02  
1754  0.23  0.11  0.27  0.23  0.25  -0.01  0.21  0.46  0.39  0.26  0.36  0.33  0.10  0.35  0.32  0.04  
1755  0.26  0.34  0.21  0.44  0.14  -0.06  0.28  0.29  0.29  0.32  0.12  0.54  0.03  0.42  0.39  0.14  
1756  0.14  0.28  0.04  0.30  0.18  -0.12  0.23  0.34  0.32  0.39  0.18  0.57  -0.15  0.48  0.39  0.12  
1757  0.20  0.17  0.28  0.31  0.36  0.13  0.10  0.56  0.23  0.35  0.18  0.48  -0.07  0.32  0.40  0.09  
1758  0.33  0.28  0.42  0.32  0.35  -0.01  0.32  0.25  0.27  0.38  0.08  0.57  0.03  0.39  0.30  -0.09  
1759  0.20  0.09  0.10  0.35  0.21  0.07  0.36  0.35  0.33  0.34  0.14  0.64  -0.01  0.51  0.33  0.07  
1760  0.24  0.16  0.18  0.26  0.36  0.21  0.39  0.28  0.51  0.23  0.17  0.40  0.01  0.46  0.42  0.11  
1761  0.29  0.42  0.14  0.14  0.26  0.07  0.17  0.29  0.24  0.38  0.21  0.74  -0.08  0.43  0.38  0.04  
1762  0.29  0.30  0.22  0.16  0.36  -0.02  0.32  0.47  0.60  0.38  0.19  0.43  0.06  0.28  0.41  -0.01  
1763  0.23  0.32  0.39  0.37  0.21  0.17  0.57  0.28  0.24  0.54  0.34  0.46  -0.18  0.54  0.73  0.00  
1765  0.24  0.32  0.22  0.28  0.42  -0.05  0.10  0.28  0.34  0.40  0.00  0.34  0.02  0.42  0.19  0.10  
1768  0.03  0.36  0.25  0.64  0.19  0.29  0.20  0.10  0.38  0.67  0.17  0.72  -0.09  0.64  0.36  0.08  
1769  0.28  0.15  0.31  0.37  0.51  0.08  0.11  0.33  0.33  0.46  0.16  0.57  -0.03  0.47  0.27  0.13  
1770  0.34  0.40  0.27  0.42  0.33  0.03  0.39  0.22  0.36  0.52  -0.07  0.50  -0.07  0.58  0.37  0.37  
1771  0.11  0.27  0.39  0.21  0.33  0.07  0.45  0.28  0.25  0.44  0.15  0.36  0.04  0.29  0.18  0.10  
1772  0.21  0.25  0.09  0.16  0.07  0.07  0.50  0.40  0.39  0.31  0.17  0.64  -0.01  0.55  0.41  0.21  
1773  0.06  0.25  0.18  0.31  0.10  0.00  0.58  0.43  0.38  0.42  0.24  0.57  -0.03  0.34  0.33  0.12  
1774  0.22  0.37  0.15  0.18  0.30  0.18  0.18  0.34  0.24  0.33  0.15  0.49  0.03  0.39  0.40  0.13  
1775  0.31  0.25  0.32  0.37  0.09  0.29  0.28  0.32  0.23  0.26  0.17  0.60  0.06  0.34  0.30  0.10  
1777  0.03  0.28  0.05  0.01  0.52  -0.36  0.71  0.15  0.68  0.35  -0.25  0.17  0.07  0.65  0.44  0.47  
1779  0.18  0.26  0.30  0.17  0.33  0.25  0.38  0.34  0.48  0.42  0.16  0.57  -0.04  0.43  0.36  0.10  
1781  0.17  0.12  0.20  0.40  0.23  0.18  0.27  0.31  0.32  0.25  0.16  0.45  0.03  0.27  0.27  0.26  
1783  0.22  0.12  0.08  0.20  0.23  0.16  0.23  0.15  0.29  0.53  0.16  0.41  -0.09  0.35  0.36  0.05  
1784  0.22  0.26  0.29  0.18  0.32  0.14  0.17  0.32  0.33  0.38  0.19  0.55  0.01  0.39  0.43  0.06  
1788  0.28  0.24  0.19  0.30  0.38  0.11  0.22  0.26  0.30  0.39  0.20  0.44  -0.11  0.46  0.42  0.10  
1789  0.39  0.27  0.30  0.31  0.24  0.06  0.34  0.27  0.35  0.42  0.11  0.51  -0.03  0.43  0.36  0.11  
1791  0.22  0.28  0.44  0.43  0.34  0.28  0.40  0.26  0.28  0.34  0.19  0.43  0.10  0.45  0.32  0.30  
1792  0.21  0.04  0.09  0.23  0.12  0.14  0.09  0.33  0.48  0.17  0.23  0.61  -0.00  0.54  0.33  0.02  
1793  0.17  0.08  0.20  0.17  0.23  0.11  0.29  0.42  0.33  0.28  0.29  0.52  -0.06  0.32  0.44  0.00  
1794  0.27  0.27  0.27  0.48  0.36  -0.10  0.44  0.29  0.35  0.34  0.20  0.42  -0.06  0.37  0.34  0.16  
1795  0.18  -0.00  -0.05  0.28  0.20  0.15  0.06  0.43  0.27  0.44  -0.01  0.61  0.28  0.46  0.36  0.03  
1798  0.32  0.24  0.46  0.51  0.30  0.01  0.24  0.17  0.33  0.25  0.33  0.68  0.08  0.39  0.37  0.41  
1800  0.20  0.21  0.16  0.27  0.44  0.08  0.29  0.31  0.35  0.27  0.14  0.45  0.03  0.25  0.38  0.16  
1801  0.24  0.12  0.42  0.61  0.72  0.06  0.20  0.38  0.66  0.51  -0.14  0.44  -0.06  0.63  0.39  0.30  
1802  -0.10  -0.02  0.35  0.25  0.35  0.22  0.24  0.12  0.50  0.16  0.18  0.23  -0.23  0.28  0.59  0.17  
1804  0.13  0.07  0.40  0.49  0.42  0.15  0.46  0.31  0.38  0.33  0.14  0.20  0.11  0.32  0.47  0.25  
1805  -0.01  0.29  0.15  0.22  0.18  -0.00  0.26  0.25  0.38  0.57  0.12  0.46  0.10  0.69  0.67  0.03  
1806  0.20  0.30  0.29  0.38  0.38  0.06  0.40  0.25  0.11  0.37  0.16  0.62  -0.07  0.59  0.23  0.13  
1807  0.32  0.28  0.25  0.33  0.47  0.24  0.25  0.29  0.34  0.31  0.31  0.53  0.08  0.48  0.47  0.03  
1809  0.07  0.15  -0.02  0.27  0.15  -0.07  0.43  0.25  0.26  0.52  0.38  0.40  0.04  0.44  0.79  0.36  
1810  0.10  0.18  0.27  0.24  0.32  0.23  0.23  0.35  0.47  0.51  -0.01  0.37  -0.16  0.40  0.41  0.01  
1811  0.27  0.25  0.25  0.33  0.21  0.25  0.30  0.27  0.34  0.33  0.26  0.72  0.08  0.60  0.29  0.12  
1812  0.09  0.26  0.46  0.29  0.30  0.15  0.33  0.27  0.40  0.41  0.03  0.65  -0.02  0.55  0.37  0.03  
1835  0.10  0.26  0.16  0.39  0.22  0.11  0.12  0.48  0.38  0.49  0.20  0.57  -0.12  0.24  0.60  0.10  
1838  -0.11  0.47  0.20  0.20  0.33  0.10  0.35  0.34  0.35  0.06  0.01  0.39  0.09  0.66  0.19  0.11  
1840  0.01  0.46  0.26  0.17  0.31  0.14  0.38  0.38  0.52  0.42  0.07  0.28  -0.10  0.43  0.50  0.14  
1841  0.22  0.21  -0.21  0.09  0.38  0.25  0.11  0.19  0.28  0.56  0.24  0.33  0.07  0.54  0.41  0.07  
1842  0.04  0.26  0.18  0.08  0.14  0.19  0.08  0.44  0.47  0.53  0.22  0.43  -0.03  0.44  0.53  0.08  
1844  0.20  0.34  0.03  0.08  0.32  0.10  0.40  0.48  0.72  0.47  0.30  0.59  -0.10  0.32  0.53  0.21  
1845  0.20  0.36  -0.00  0.15  0.34  0.02  0.47  0.49  0.34  0.35  0.12  0.47  0.00  0.49  0.73  0.15  
1848  0.19  0.42  0.16  0.08  0.08  0.13  0.31  0.27  0.08  0.14  0.38  0.58  -0.21  -0.02  0.49  -0.04  
1850  0.16  0.06  0.29  0.24  0.25  0.11  0.11  0.40  0.24  0.47  0.13  0.49  0.14  0.45  0.33  0.28  
1851  0.17  0.32  0.11  0.17  0.02  0.19  0.45  0.31  0.20  0.35  0.25  0.45  0.05  0.28  0.60  0.14  
1855  0.22  0.32  0.06  0.03  0.63  0.39  0.44  0.36  0.29  0.50  0.56  0.17  0.06  0.50  0.30  0.09  
1857  0.11  0.34  0.18  0.10  0.47  0.27  0.45  0.40  0.35  0.40  0.28  0.29  -0.05  0.31  0.23  0.15  
1858  0.28  0.23  0.12  0.20  0.14  -0.15  0.54  0.30  0.24  0.43  0.18  0.54  0.04  0.44  0.42  0.09  
1859  0.24  0.33  0.12  0.20  0.33  0.05  0.25  0.30  0.11  0.43  0.27  0.55  -0.16  0.44  0.25  -0.06  
1860  0.15  0.37  0.03  0.26  0.43  0.11  0.33  0.39  0.20  0.31  0.29  0.34  -0.16  0.42  0.47  0.23  
1861  0.03  0.27  -0.08  0.17  0.30  0.02  0.37  0.27  0.31  0.58  0.30  0.44  0.01  0.35  0.31  0.11  
1862  0.18  0.43  -0.09  0.31  0.33  0.18  0.34  0.40  0.39  0.48  0.32  0.67  -0.06  0.54  0.40  0.11  
1863  0.12  0.24  0.02  0.39  0.22  -0.00  0.25  0.54  0.27  0.23  0.17  0.39  -0.15  0.43  0.32  0.16  
1864  0.12  0.46  0.09  0.25  0.23  0.11  0.26  0.37  0.27  0.26  0.27  0.29  0.02  0.36  0.40  0.06  
1865  0.11  0.24  -0.01  0.22  0.30  0.19  0.40  0.58  0.27  0.40  0.35  0.27  -0.02  0.36  0.46  0.02  
1866  0.07  0.34  0.01  0.19  0.31  -0.14  0.35  0.49  0.25  0.36  0.23  0.32  -0.00  0.31  0.43  0.15  
1867  0.22  0.32  0.12  0.21  0.32  0.13  0.32  0.45  0.32  0.43  0.14  0.53  -0.08  0.43  0.45  0.12  
1868  -0.00  0.21  0.05  -0.01  0.05  0.07  0.39  0.39  0.43  0.42  0.23  0.60  -0.16  0.46  0.54  0.30  
1869  0.10  0.39  0.20  -0.02  0.39  0.13  0.27  0.59  0.43  0.26  0.26  0.56  0.01  0.36  0.48  0.20  
1870  0.24  0.23  0.25  0.10  0.50  0.18  0.47  0.41  0.12  0.46  0.16  0.28  -0.09  0.58  0.37  0.17  
1871  0.21  0.36  0.15  0.32  0.14  -0.01  0.54  0.46  0.26  0.39  0.17  0.43  0.00  0.49  0.44  0.09  
1874  0.34  0.27  0.05  0.22  0.28  0.13  0.27  0.47  0.44  0.39  0.18  0.34  0.18  0.34  0.23  0.09  
1875  0.13  0.26  0.05  0.04  0.48  -0.12  0.48  0.35  0.29  0.56  0.27  0.56  -0.06  0.36  0.52  0.12  
1876  0.17  0.18  0.21  0.21  0.23  -0.05  0.33  0.43  0.26  0.31  0.35  0.50  -0.06  0.43  0.45  0.22  
1877  -0.01  0.43  0.19  0.32  0.29  -0.08  0.14  0.72  0.25  0.35  0.25  0.27  -0.05  0.36  0.50  -0.12  
1879  0.17  0.31  0.16  0.21  0.37  -0.09  0.48  0.52  0.35  0.48  0.14  0.48  -0.09  0.51  0.50  0.10  
1880  -0.01  0.12  -0.08  0.14  0.27  0.22  0.34  0.43  0.45  0.35  -0.02  0.49  0.03  0.44  0.42  0.08  
1881  0.13  0.31  0.18  0.03  0.33  0.04  0.40  0.27  0.45  0.57  0.24  0.35  -0.21  0.48  0.44  0.07  
1882  0.10  0.33  0.04  0.02  0.37  0.19  0.51  0.40  0.43  0.36  0.18  0.61  -0.07  0.47  0.58  0.16  
1883  0.35  0.32  -0.13  0.30  0.24  0.07  0.60  0.23  0.21  0.55  0.26  0.42  0.02  0.43  0.78  0.24  
1892  0.18  0.20  0.15  0.13  0.25  0.35  0.21  0.57  0.31  0.41  0.31  0.60  0.04  0.38  0.45  0.19  
1893  0.04  0.33  0.14  0.19  0.38  0.05  0.44  0.49  0.21  0.48  0.37  0.52  0.06  0.20  0.42  0.22  
1894  0.10  0.33  0.13  0.25  0.42  0.07  0.40  0.30  0.35  0.29  0.10  0.57  0.13  0.39  0.46  0.08  
1895  0.16  0.20  0.11  -0.05  0.28  0.22  0.22  0.45  0.20  0.38  0.19  0.72  0.09  0.55  0.38  0.05  
1896  0.07  0.24  0.20  0.18  0.17  0.22  0.45  0.44  0.30  0.07  0.08  0.56  -0.00  0.58  0.51  0.19  
1897  0.09  0.24  0.08  0.15  0.40  0.16  0.13  0.43  0.33  0.42  0.21  0.46  0.15  0.35  0.38  0.10  
1898  0.12  0.12  0.13  0.07  0.33  0.28  0.32  0.50  0.54  0.29  0.24  0.41  0.03  0.41  0.46  0.01  
1899  -0.10  0.13  0.17  0.05  0.29  0.05  0.17  0.30  0.41  0.14  0.25  0.54  -0.02  0.31  0.50  -0.05  
1901  0.26  0.19  0.43  0.23  0.28  0.11  0.39  0.25  0.29  0.43  0.24  0.47  0.11  0.39  0.33  0.23  
1902  0.22  0.17  0.21  0.30  0.31  0.12  0.27  0.35  0.33  0.23  0.16  0.41  0.18  0.46  0.29  0.17  
1904  0.27  0.33  0.21  0.34  0.31  0.24  0.32  0.25  0.26  0.36  0.19  0.45  0.03  0.51  0.46  0.25  
1905  0.09  0.33  0.37  0.30  0.39  0.25  0.30  0.28  0.39  0.23  0.16  0.40  0.06  0.50  0.33  0.16  
1906  0.32  0.15  0.21  0.22  0.12  0.12  0.38  0.32  0.18  0.32  0.07  0.49  0.08  0.56  0.33  0.14  
1909  0.26  0.14  0.13  0.13  0.31  0.27  0.48  0.43  -0.01  0.11  0.16  0.54  0.14  0.31  0.52  0.17  
1913  0.13  0.41  0.39  0.27  0.11  0.09  0.15  0.47  0.41  0.34  0.57  0.18  0.20  0.47  0.41  0.19  
1914  0.01  0.34  0.22  0.29  0.35  0.10  0.18  0.18  0.43  0.38  0.09  0.83  -0.00  0.61  0.05  0.04  
1916  0.09  0.25  0.14  0.27  0.15  0.06  0.28  0.34  0.27  0.25  0.28  0.66  -0.00  0.31  0.40  0.13  
1917  0.15  0.23  0.20  0.29  0.34  0.03  0.22  0.32  0.39  0.37  0.44  0.38  0.06  0.20  0.38  0.10  
1918  0.31  -0.01  0.24  0.21  0.10  0.26  0.25  0.36  0.29  0.06  0.16  0.28  0.15  0.44  0.35  0.22  
1919  0.36  0.19  0.27  0.04  0.42  0.12  0.34  0.16  0.39  0.45  0.31  0.43  0.13  0.58  0.37  0.43  
1920  0.06  0.18  0.30  0.17  0.22  0.31  0.25  0.39  0.23  0.39  0.31  0.59  0.07  0.18  0.30  0.15  
1921  0.29  0.32  0.28  0.42  0.26  0.00  0.53  0.34  0.26  0.43  0.16  0.61  -0.08  0.45  0.43  0.29  
1922  0.10  0.32  0.07  0.17  0.15  0.08  0.18  0.39  0.31  0.52  0.19  0.54  -0.12  0.32  0.31  0.10  
1924  0.15  0.30  0.19  0.15  0.11  0.29  0.37  0.24  0.18  0.31  0.23  0.56  -0.05  0.53  0.41  0.10  
1925  0.29  0.15  0.14  0.21  0.32  0.20  0.46  0.07  0.18  0.31  0.35  0.59  0.18  0.49  0.27  0.10  
1926  0.24  0.27  0.42  0.13  0.33  0.16  0.24  0.30  0.08  0.20  0.09  0.34  -0.04  0.14  0.59  0.08  
1927  0.15  0.13  0.20  0.46  0.19  0.04  0.35  0.23  0.27  0.54  0.20  0.61  0.11  0.40  0.34  0.09  
1928  0.10  -0.07  0.32  0.25  0.25  0.04  0.17  0.44  0.11  0.65  0.35  0.44  0.04  0.44  0.26  0.14  
1929  0.26  0.00  0.32  -0.11  0.17  0.15  0.23  0.40  0.24  0.23  0.43  0.62  -0.04  0.50  0.33  0.16  
1930  0.17  0.16  0.01  0.20  0.22  0.10  0.25  0.52  0.02  0.27  0.11  0.48  0.13  0.41  0.51  0.09  
1931  0.23  0.05  0.38  0.07  0.25  0.27  0.45  0.32  -0.03  0.29  0.34  0.61  0.07  0.29  0.42  0.21  
1932  0.12  0.16  0.14  0.12  0.35  0.16  0.29  0.29  0.53  0.28  0.27  0.41  0.01  0.55  0.36  0.04  
1933  0.11  0.26  0.14  0.28  0.08  0.20  0.22  0.24  0.37  0.50  0.15  0.66  -0.08  0.31  0.43  0.07  
1934  0.23  0.04  0.55  0.16  0.22  0.17  0.26  0.16  0.12  0.33  0.26  0.45  -0.05  0.40  0.30  0.14  
1935  0.22  0.22  0.27  0.26  0.04  0.02  0.26  0.31  0.29  0.23  0.40  0.41  -0.15  0.47  0.33  0.18  
1936  0.15  0.25  0.22  0.28  0.39  0.32  0.42  0.27  0.08  0.25  0.46  0.57  0.19  0.52  0.54  0.11  
1937  0.31  0.18  0.12  0.32  0.30  0.21  0.28  0.36  0.24  0.22  0.44  0.57  0.10  0.45  0.45  0.20  
1938  0.19  0.17  0.33  0.45  0.27  0.11  0.07  0.30  0.13  0.26  0.28  0.32  0.03  0.53  0.36  0.19  
1939  0.08  0.09  0.02  0.19  -0.03  0.42  0.13  0.32  0.51  0.20  0.13  0.42  -0.35  0.41  0.12  0.00  
1940  0.17  0.04  0.15  -0.00  0.05  0.08  0.31  0.23  0.11  0.09  0.07  0.34  -0.27  0.41  0.39  0.20  
1941  0.17  0.06  0.28  0.24  0.26  0.22  0.45  0.19  0.20  0.37  0.43  0.21  0.06  0.67  0.33  0.05  
1942  0.20  -0.01  0.18  0.16  0.12  0.34  0.41  0.20  0.18  0.41  0.14  0.28  -0.19  0.25  0.54  0.03  
1943  0.27  0.27  0.31  0.11  0.22  0.04  0.39  0.36  0.22  0.34  0.33  0.40  0.08  0.38  0.18  -0.05  
1944  0.02  0.13  0.13  0.16  0.26  -0.00  0.37  0.30  0.33  0.26  0.18  0.41  -0.04  0.40  0.36  0.00  
1945  0.07  0.11  0.20  0.21  0.41  0.16  0.48  0.32  0.28  0.35  0.21  0.60  0.06  0.17  0.47  0.13  
1946  0.25  0.18  0.38  0.39  0.10  0.19  0.33  0.40  0.31  0.18  0.22  0.35  0.07  0.36  0.27  0.05  
1947  0.24  0.07  0.28  0.45  0.16  0.09  0.52  0.23  0.09  0.23  0.01  0.47  0.01  0.44  0.20  0.28  
1948  0.27  0.20  0.17  0.20  0.27  0.16  0.36  0.08  0.26  0.40  0.18  0.54  0.03  0.47  0.40  0.08  
1949  0.23  0.28  0.26  0.25  0.29  0.34  0.29  0.43  0.18  0.32  0.26  0.42  0.10  0.23  0.33  0.06  
1950  0.28  0.42  0.43  0.21  -0.01  -0.00  0.23  0.37  0.27  0.15  0.22  0.58  0.07  0.39  0.33  -0.07  
1951  0.03  -0.01  0.29  0.31  0.16  0.09  0.24  0.28  0.37  0.26  0.21  0.20  -0.01  0.50  0.40  0.19  
1952  0.28  0.07  0.29  0.16  0.33  0.17  0.25  0.35  0.20  0.15  0.19  0.46  0.03  0.45  0.47  0.22  
1953  0.22  0.10  0.26  0.28  0.38  0.12  0.35  0.32  0.22  0.24  0.21  0.46  0.06  0.45  0.43  0.11  
1955  0.27  0.23  0.33  0.23  0.09  -0.07  0.16  0.46  0.20  0.22  0.33  0.41  -0.02  0.30  0.54  0.10  
1957  0.17  0.06  0.50  0.32  0.20  0.16  0.22  0.19  0.02  0.12  0.29  0.58  0.12  0.38  0.30  0.01  
1958  0.26  0.14  0.50  0.28  0.17  0.20  0.19  0.22  0.26  0.43  0.25  0.40  -0.04  -0.00  0.54  0.02  
1960  0.09  0.21  0.11  0.41  0.06  0.18  0.14  0.13  0.26  0.26  0.12  0.53  -0.02  0.55  0.48  0.17  
1961  0.37  0.19  0.20  0.33  0.41  0.16  0.27  0.37  0.25  0.39  0.28  0.15  -0.13  0.40  0.50  0.15  
1962  0.20  0.22  0.28  0.37  0.38  0.40  0.19  -0.01  0.33  0.41  0.17  0.37  -0.04  0.38  0.42  0.21  
1963  0.36  0.15  0.14  0.21  0.25  0.20  0.45  0.14  0.25  0.40  0.21  0.41  -0.09  0.26  0.24  0.16  
1964  0.28  0.25  0.27  0.26  0.25  0.10  0.26  0.26  0.17  0.25  0.25  0.45  -0.07  0.72  0.50  0.20  
1965  0.18  0.27  0.18  0.17  0.26  -0.11  0.43  0.30  0.09  0.36  0.12  0.37  -0.04  0.57  0.52  0.32  
1966  0.27  0.24  0.23  0.15  0.22  0.14  0.27  0.31  0.38  0.42  0.34  0.25  -0.02  0.47  0.45  0.13  
1967  0.25  0.45  0.20  0.19  0.11  -0.03  0.29  0.21  0.20  0.08  0.25  0.51  0.08  0.30  0.48  0.19  
1968  0.23  0.34  0.38  0.26  0.26  0.07  0.34  0.38  0.24  0.38  0.22  0.47  0.01  0.45  0.48  0.22  
1972  0.17  0.34  0.19  0.32  0.23  0.22  0.31  0.35  0.29  0.30  0.17  0.42  0.09  0.24  0.33  0.18  
1974  0.43  0.18  0.26  0.34  -0.01  0.25  0.26  0.48  0.21  0.19  0.28  0.29  -0.11  0.24  0.45  0.10  
1975  0.26  0.08  0.27  0.26  0.11  0.21  0.19  0.42  0.11  0.32  0.19  0.54  0.10  0.05  0.24  0.21  
1976  0.42  -0.16  0.34  0.18  0.22  -0.03  0.29  0.31  0.33  0.19  0.26  0.36  0.06  0.63  0.56  0.19  
1977  0.46  0.27  -0.06  0.10  0.05  0.56  0.33  0.23  0.40  0.30  0.20  0.46  -0.17  0.48  0.38  0.17  
1980  0.11  0.05  0.36  0.11  0.16  0.23  0.45  0.22  0.24  0.27  -0.09  0.41  -0.19  0.29  0.56  0.10  
1981  0.43  0.28  -0.02  0.37  0.23  0.09  0.30  0.41  0.10  0.44  0.19  0.50  -0.04  0.29  0.40  0.10  
1982  0.43  0.15  0.28  0.16  0.24  0.23  0.28  0.40  0.36  0.22  0.19  0.50  -0.04  0.27  0.40  0.23  
1983  0.32  0.44  0.06  0.20  0.20  0.09  0.28  0.16  0.15  0.38  0.23  0.59  0.31  0.44  0.29  0.09  
1984  0.23  0.06  0.29  0.49  0.12  0.08  0.27  0.29  0.28  0.36  0.14  0.36  0.13  0.33  0.47  0.11  
1985  0.17  0.03  0.33  0.22  0.19  0.36  0.56  0.12  0.04  0.34  0.27  0.28  -0.14  0.28  0.55  0.27  
1986  0.40  0.23  0.19  0.47  0.38  0.19  0.29  0.29  0.29  0.33  0.16  0.41  0.07  0.56  0.46  0.11  
1987  0.22  0.23  0.24  0.33  0.15  -0.03  0.25  0.48  0.19  0.42  0.28  0.26  -0.03  0.50  0.37  0.09  
1988  0.30  0.31  0.21  0.24  0.18  0.40  0.33  0.29  0.31  0.16  0.40  0.21  -0.05  0.31  0.58  0.19  
1989  0.08  -0.10  0.15  0.32  0.31  0.14  0.31  0.24  0.33  0.23  0.34  0.52  0.09  0.42  0.60  0.29  
1990  0.28  0.34  0.29  0.34  0.23  -0.04  0.21  0.31  0.18  0.55  0.26  0.36  0.09  0.64  0.44  -0.02  
1991  0.27  0.14  0.35  0.33  0.28  0.14  0.32  0.36  0.24  0.08  0.18  0.45  0.11  0.51  0.38  0.19  
1992  0.38  0.32  0.28  0.33  0.15  0.27  0.33  0.23  0.26  0.36  0.31  0.45  -0.08  0.31  0.44  0.27  
1993  0.33  0.03  0.31  0.11  0.29  0.03  0.27  0.28  0.19  -0.03  0.01  0.41  0.11  0.35  0.23  0.33  
1994  0.24  0.30  0.24  0.16  0.25  0.10  0.13  0.27  0.28  0.38  0.25  0.45  -0.11  0.61  0.40  0.15  
1995  0.23  0.09  0.18  0.30  0.27  0.18  0.24  0.33  0.36  0.22  0.26  0.27  0.18  0.28  0.39  0.04  
1996  0.03  0.13  0.27  -0.01  0.18  0.27  0.29  0.36  0.30  0.22  0.14  0.50  0.00  0.58  0.41  -0.02  
1997  0.25  0.14  0.24  0.50  0.32  0.04  0.18  0.25  0.25  0.18  0.18  0.44  0.11  0.47  0.39  0.14  
1998  0.16  0.12  0.26  0.20  0.07  0.02  0.54  0.31  0.25  0.07  0.14  0.44  -0.04  0.22  0.45  0.09  
1999  0.18  0.26  0.12  0.30  0.18  0.11  0.12  0.30  0.18  0.27  0.23  0.33  0.30  0.41  0.44  0.13  
2000  0.30  0.31  0.29  0.42  0.31  0.03  0.40  0.15  0.32  0.17  0.30  0.42  0.02  0.55  0.67  0.08  
2001  0.26  0.34  0.24  0.18  0.26  0.06  0.22  0.09  0.22  0.23  0.19  0.30  0.08  0.32  0.49  0.09  
2002  0.23  0.31  0.30  0.10  0.39  0.09  0.19  0.31  0.34  0.16  0.12  0.61  -0.00  0.20  0.36  0.15  
2003  0.21  0.18  0.20  0.17  0.25  0.09  0.19  0.27  0.11  0.37  0.36  0.44  -0.04  0.36  0.36  0.15  
2004  0.28  0.26  0.35  0.27  0.20  0.35  0.38  0.41  0.13  0.37  0.16  0.43  0.11  0.40  0.49  0.15  
2005  0.15  0.05  0.14  0.14  0.36  0.31  0.22  0.19  0.29  0.34  0.21  0.38  0.00  0.47  0.49  0.09  
2006  0.21  0.23  0.26  0.25  0.11  0.10  0.38  0.25  0.22  0.23  0.21  0.48  0.09  0.31  0.30  -0.02  
2007  0.38  0.33  0.27  0.29  0.16  0.19  0.26  0.25  0.28  0.30  0.22  0.29  0.02  0.54  0.41  0.07  
2008  -0.11  0.45  0.32  0.11  0.13  -0.13  0.34  0.18  0.22  0.01  0.33  0.56  -0.01  0.42  0.40  -0.06  
2010  0.17  0.12  0.34  0.34  0.35  0.01  0.43  0.32  0.35  0.12  0.43  0.38  0.00  0.23  0.41  0.15  
2011  0.04  0.08  0.39  0.29  0.28  0.13  0.34  0.63  0.24  0.35  0.04  0.43  0.06  0.40  0.26  0.21  
2012  0.35  0.10  0.38  0.15  0.40  0.18  0.27  0.38  0.27  0.20  0.42  0.37  0.10  0.43  0.37  -0.02  
