nrun  S2L1    S2L2    S2L3    S2L4    S2L5    S2L6    S2L7    S2L8    S2L9    S2L10   S2L11   S2L12   S2L13   S2L14   S2L15  S2L16
2498  0.32  0.42  0.23  0.33  0.30  0.04  0.23  0.33  0.35  0.56  0.16  0.35  0.03  0.57  0.34  0.22  
2499  0.32  0.35  0.32  0.35  0.22  -0.06  0.29  0.35  0.29  0.58  0.23  0.36  -0.01  0.53  0.19  0.15  
2500  0.29  0.37  0.28  0.38  0.29  -0.03  0.30  0.38  0.41  0.63  0.17  0.39  0.01  0.54  0.27  0.26  
2501  0.32  0.40  0.25  0.34  0.30  0.08  0.22  0.40  0.34  0.61  0.18  0.39  -0.00  0.56  0.28  0.24  
2502  0.30  0.38  0.30  0.36  0.32  0.00  0.21  0.39  0.39  0.58  0.17  0.39  0.03  0.54  0.30  0.26  
2503  0.31  0.40  0.26  0.33  0.29  -0.00  0.28  0.35  0.36  0.57  0.18  0.39  -0.01  0.50  0.35  0.26  
2504  0.33  0.38  0.38  0.29  0.38  0.02  0.29  0.33  0.38  0.54  0.19  0.49  0.04  0.43  0.21  0.14  
2505  0.33  0.37  0.26  0.37  0.24  -0.05  0.24  0.32  0.35  0.50  0.18  0.42  -0.01  0.46  0.20  0.19  
2506  0.29  0.40  0.21  0.34  0.30  0.01  0.29  0.35  0.36  0.59  0.15  0.30  -0.03  0.51  0.26  0.19  
2507  0.34  0.37  0.29  0.35  0.24  0.07  0.22  0.34  0.42  0.60  0.13  0.24  0.02  0.54  0.35  0.24  
2508  0.32  0.41  0.25  0.32  0.23  0.02  0.29  0.39  0.35  0.58  0.20  0.38  0.02  0.46  0.36  0.30  
2509  0.31  0.41  0.24  0.29  0.30  0.08  0.28  0.35  0.35  0.56  0.19  0.35  -0.06  0.50  0.36  0.34  
2510  0.33  0.36  0.28  0.36  0.25  0.03  0.25  0.38  0.37  0.53  0.21  0.37  0.02  0.42  0.27  0.25  
2511  0.26  0.39  0.21  0.40  0.25  -0.03  0.20  0.36  0.36  0.56  0.16  0.39  -0.05  0.61  0.26  0.24  
2512  0.37  0.43  0.25  0.34  0.16  0.01  0.28  0.30  0.39  0.50  0.21  0.33  -0.02  0.66  0.31  0.34  
2513  0.31  0.38  0.25  0.40  0.27  0.03  0.29  0.33  0.37  0.58  0.16  0.37  -0.02  0.56  0.28  0.27  
2514  0.32  0.36  0.34  0.31  0.32  0.04  0.25  0.34  0.38  0.63  0.18  0.38  -0.01  0.58  0.28  0.20  
2515  0.31  0.41  0.25  0.36  0.18  -0.05  0.20  0.37  0.42  0.61  0.18  0.37  -0.03  0.59  0.33  0.22  
2516  0.31  0.35  0.28  0.35  0.27  0.06  0.22  0.34  0.33  0.59  0.17  0.41  -0.02  0.58  0.27  0.21  
2519  0.34  0.36  0.26  0.35  0.31  -0.06  0.27  0.34  0.40  0.64  0.10  0.33  0.06  0.56  0.24  0.24  
2520  0.33  0.37  0.27  0.37  0.27  -0.01  0.28  0.34  0.41  0.58  0.11  0.34  -0.01  0.51  0.31  0.21  
2521  0.35  0.39  0.22  0.35  0.28  -0.02  0.30  0.32  0.40  0.61  0.10  0.35  -0.01  0.50  0.27  0.24  
2522  0.30  0.37  0.26  0.35  0.30  0.00  0.28  0.34  0.42  0.61  0.09  0.33  0.01  0.48  0.29  0.21  
2523  0.28  0.40  0.36  0.26  0.15  0.02  0.21  0.53  0.48  0.70  0.21  0.24  0.11  0.62  0.24  0.20  
2524  0.28  0.36  0.28  0.29  0.25  0.04  0.35  0.35  0.43  0.70  0.13  0.37  -0.08  0.38  0.18  0.25  
2525  0.30  0.33  0.27  0.38  0.31  -0.00  0.30  0.39  0.42  0.62  0.13  0.40  -0.00  0.53  0.26  0.21  
2526  0.31  0.38  0.23  0.37  0.27  0.03  0.35  0.32  0.42  0.61  0.13  0.31  -0.02  0.44  0.20  0.22  
2527  0.33  0.40  0.27  0.36  0.33  0.01  0.23  0.38  0.40  0.66  0.13  0.28  -0.01  0.55  0.21  0.20  
2528  0.32  0.41  0.28  0.34  0.28  0.05  0.24  0.38  0.39  0.64  0.11  0.34  -0.02  0.52  0.30  0.25  
2529  0.32  0.44  0.24  0.33  0.26  0.01  0.26  0.34  0.41  0.58  0.11  0.29  -0.04  0.54  0.30  0.22  
2530  0.27  0.35  0.23  0.30  0.24  0.01  0.23  0.42  0.34  0.62  0.14  0.34  -0.05  0.57  0.30  0.20  
2531  0.31  0.36  0.32  0.35  0.29  -0.06  0.23  0.36  0.38  0.59  0.15  0.41  -0.00  0.50  0.24  0.19  
2532  0.33  0.37  0.26  0.42  0.30  0.06  0.36  0.37  0.33  0.65  0.11  0.31  -0.09  0.49  0.26  0.24  
2533  0.31  0.34  0.33  0.35  0.27  -0.06  0.31  0.39  0.44  0.63  0.14  0.39  -0.06  0.54  0.24  0.19  
2534  0.31  0.41  0.24  0.37  0.27  -0.05  0.27  0.41  0.39  0.54  0.18  0.42  -0.02  0.42  0.26  0.22  
2535  0.35  0.39  0.26  0.28  0.30  0.00  0.30  0.42  0.37  0.60  0.11  0.37  -0.01  0.53  0.29  0.28  
2536  0.37  0.34  0.24  0.35  0.28  -0.02  0.24  0.39  0.34  0.64  0.10  0.44  0.04  0.54  0.19  0.18  
2537  0.34  0.33  0.25  0.35  0.24  -0.01  0.30  0.35  0.40  0.58  0.09  0.33  -0.05  0.59  0.25  0.21  
2538  0.34  0.36  0.27  0.38  0.29  -0.04  0.25  0.36  0.31  0.56  0.12  0.27  -0.04  0.49  0.27  0.26  
2539  0.26  0.32  0.24  0.34  0.20  0.07  0.31  0.39  0.39  0.51  0.10  0.42  -0.06  0.47  0.24  0.18  
2540  0.34  0.36  0.34  0.30  0.36  -0.04  0.22  0.36  0.36  0.57  0.13  0.27  -0.05  0.61  0.32  0.18  
2541  0.29  0.39  0.27  0.37  0.35  -0.07  0.22  0.32  0.38  0.51  0.12  0.28  0.03  0.53  0.25  0.22  
2542  0.27  0.40  0.31  0.34  0.20  -0.03  0.20  0.31  0.39  0.57  0.08  0.33  -0.07  0.47  0.26  0.23  
2543  0.25  0.38  0.25  0.36  0.23  0.00  0.31  0.40  0.33  0.61  0.18  0.36  0.01  0.52  0.26  0.21  
2544  0.35  0.34  0.24  0.39  0.25  -0.03  0.28  0.30  0.38  0.53  0.05  0.27  -0.12  0.53  0.27  0.31  
2545  0.30  0.38  0.24  0.35  0.34  -0.12  0.19  0.35  0.38  0.46  0.13  0.39  -0.03  0.48  0.22  0.17  
2546  0.28  0.37  0.23  0.33  0.26  -0.00  0.29  0.39  0.41  0.57  0.15  0.34  0.00  0.47  0.28  0.22  
2547  0.29  0.38  0.29  0.34  0.28  0.04  0.27  0.40  0.42  0.56  0.14  0.39  -0.02  0.54  0.26  0.18  
2548  0.34  0.41  0.24  0.33  0.29  0.01  0.27  0.39  0.42  0.57  0.17  0.39  -0.05  0.52  0.25  0.25  
2549  0.32  0.38  0.29  0.35  0.29  -0.02  0.29  0.35  0.37  0.57  0.17  0.38  0.03  0.51  0.26  0.21  
2550  0.32  0.36  0.27  0.33  0.27  0.08  0.25  0.36  0.33  0.52  0.10  0.32  -0.00  0.47  0.30  0.18  
2551  0.31  0.36  0.28  0.33  0.25  -0.01  0.28  0.38  0.34  0.58  0.14  0.30  -0.05  0.55  0.25  0.18  
2552  0.34  0.39  0.35  0.39  0.24  0.05  0.28  0.33  0.35  0.57  0.18  0.37  -0.05  0.54  0.22  0.18  
2553  0.37  0.38  0.28  0.40  0.22  0.03  0.34  0.33  0.37  0.54  0.13  0.29  -0.04  0.47  0.27  0.20  
2554  0.34  0.39  0.29  0.36  0.27  0.02  0.26  0.37  0.33  0.53  0.11  0.39  -0.05  0.51  0.23  0.21  
2555  0.31  0.40  0.27  0.36  0.25  0.09  0.30  0.36  0.41  0.58  0.09  0.30  -0.06  0.51  0.25  0.24  
2556  0.31  0.37  0.27  0.30  0.27  0.00  0.29  0.37  0.44  0.54  0.18  0.37  0.02  0.51  0.27  0.20  
2557  0.37  0.36  0.25  0.35  0.25  0.03  0.27  0.34  0.41  0.62  0.16  0.35  -0.03  0.53  0.30  0.20  
2558  0.34  0.35  0.27  0.37  0.25  0.06  0.23  0.34  0.38  0.62  0.10  0.30  -0.04  0.53  0.33  0.20  
2559  0.34  0.34  0.29  0.39  0.30  -0.04  0.28  0.39  0.36  0.50  0.20  0.41  0.00  0.50  0.24  0.22  
2560  0.30  0.38  0.23  0.33  0.26  -0.02  0.23  0.37  0.38  0.60  0.14  0.33  0.03  0.53  0.32  0.22  
2561  0.35  0.37  0.30  0.37  0.28  0.04  0.27  0.38  0.36  0.57  0.17  0.36  -0.03  0.51  0.25  0.22  
2562  0.41  0.31  0.13  0.21  0.22  -0.11  0.16  0.40  0.18  0.22  0.22  0.41  -0.06  0.05  0.26  0.35  
2563  0.35  0.37  0.15  0.30  0.27  -0.03  0.33  0.35  0.44  0.49  0.20  0.39  -0.02  0.54  0.31  0.21  
2564  0.34  0.39  0.28  0.32  0.28  0.01  0.26  0.39  0.41  0.54  0.14  0.37  -0.02  0.51  0.26  0.19  
2565  0.35  0.33  0.29  0.33  0.24  0.00  0.26  0.44  0.38  0.56  0.19  0.39  0.03  0.48  0.22  0.18  
2566  0.32  0.32  0.22  0.31  0.27  0.01  0.26  0.36  0.39  0.57  0.14  0.36  -0.03  0.54  0.23  0.22  
2567  0.47  0.39  0.31  0.22  0.11  0.18  0.23  0.41  0.44  0.48  0.28  0.28  -0.10  0.40  0.21  0.12  
2568  0.27  0.38  0.28  0.14  0.30  0.16  0.26  0.43  0.41  0.35  0.25  0.39  -0.21  0.68  0.19  0.31  
2571  0.33  0.30  0.31  0.44  0.24  -0.11  0.17  0.26  0.41  0.54  0.22  0.32  -0.03  0.74  0.19  0.15  
2572  0.29  0.33  0.26  0.30  0.29  -0.01  0.23  0.38  0.41  0.52  0.17  0.46  0.04  0.51  0.22  0.24  
2573  0.22  0.40  0.34  0.40  0.13  0.12  0.24  0.35  0.37  0.55  0.11  0.47  0.00  0.44  0.28  0.26  
2574  0.33  0.35  0.29  0.28  0.21  -0.01  0.33  0.34  0.49  0.49  0.14  0.34  -0.01  0.50  0.30  0.16  
2575  0.31  0.32  0.27  0.34  0.19  0.06  0.23  0.37  0.31  0.60  0.23  0.32  -0.01  0.35  0.29  0.17  
2576  0.34  0.29  0.31  0.37  0.21  -0.01  0.31  0.34  0.33  0.56  0.19  0.36  -0.03  0.55  0.20  0.18  
2577  0.37  0.34  0.22  0.25  0.31  0.02  0.24  0.36  0.42  0.61  0.14  0.34  -0.05  0.48  0.26  0.16  
2578  0.28  0.32  0.30  0.26  0.32  -0.02  0.26  0.31  0.34  0.54  0.18  0.37  -0.04  0.58  0.24  0.15  
2579  0.36  0.38  0.25  0.38  0.29  -0.02  0.29  0.34  0.35  0.55  0.19  0.43  -0.07  0.49  0.21  0.17  
2580  0.29  0.37  0.30  0.28  0.24  -0.00  0.33  0.33  0.41  0.57  0.14  0.39  -0.02  0.56  0.26  0.21  
2581  0.38  0.39  0.31  0.33  0.24  0.02  0.26  0.37  0.36  0.52  0.15  0.40  -0.04  0.50  0.28  0.20  
2582  0.29  0.35  0.32  0.31  0.28  0.04  0.21  0.29  0.37  0.55  0.14  0.33  -0.07  0.49  0.22  0.22  
2583  0.35  0.38  0.29  0.32  0.24  0.05  0.27  0.46  0.41  0.58  0.20  0.42  -0.01  0.51  0.24  0.20  
2584  0.27  0.29  0.23  0.27  0.26  0.06  0.37  0.33  0.31  0.49  0.16  0.42  -0.08  0.52  0.18  0.19  
2585  0.27  0.26  0.26  0.31  0.16  -0.03  0.30  0.29  0.33  0.51  0.15  0.33  0.10  0.46  0.26  0.07  
2586  0.11  0.27  0.08  0.20  0.03  -0.09  -0.14  0.35  0.34  0.65  0.36  0.43  0.37  0.94  0.23  0.03  
2587  0.33  0.32  0.32  0.33  0.18  -0.03  0.27  0.42  0.38  0.60  0.12  0.46  0.00  0.57  0.23  0.17  
2588  0.33  0.33  0.22  0.34  0.14  0.03  0.25  0.34  0.39  0.61  0.14  0.37  0.06  0.54  0.19  0.20  
2589  0.33  0.35  0.32  0.31  0.16  -0.01  0.29  0.40  0.34  0.43  0.07  0.34  -0.06  0.45  0.14  0.15  
2590  0.32  0.38  0.28  0.32  0.18  -0.01  0.23  0.34  0.39  0.54  0.11  0.38  -0.05  0.58  0.23  0.22  
2591  0.31  0.44  0.30  0.35  0.24  -0.01  0.27  0.36  0.41  0.54  0.18  0.41  -0.03  0.41  0.31  0.21  
2592  0.31  0.35  0.28  0.33  0.21  0.03  0.23  0.31  0.38  0.58  0.19  0.39  0.01  0.51  0.18  0.18  
2593  0.30  0.39  0.29  0.32  0.22  -0.07  0.24  0.37  0.41  0.53  0.15  0.44  0.03  0.55  0.21  0.24  
2595  0.09  0.13  -0.05  0.20  0.04  -0.38  -0.07  0.47  0.24  0.65  0.19  0.46  0.08  0.30  0.32  0.21  
2598  0.30  0.36  0.27  0.36  0.20  -0.07  0.31  0.33  0.42  0.54  0.22  0.41  -0.01  0.59  0.16  0.22  
2599  0.31  0.29  0.27  0.26  0.24  -0.06  0.26  0.35  0.34  0.54  0.16  0.43  0.05  0.54  0.23  0.17  
2600  0.26  0.38  0.29  0.37  0.32  -0.01  0.29  0.41  0.39  0.64  0.17  0.39  -0.05  0.52  0.22  0.18  
2601  0.31  0.35  0.23  0.30  0.25  -0.03  0.26  0.37  0.43  0.54  0.12  0.30  0.00  0.48  0.22  0.21  
2602  0.26  0.30  0.03  0.42  0.27  0.06  0.24  0.29  0.44  0.63  0.12  0.36  0.01  0.53  0.36  0.12  
2603  0.28  0.31  0.29  0.22  0.11  0.04  0.20  0.37  0.39  0.56  0.17  0.43  -0.00  0.57  0.28  0.13  
2604  0.33  0.34  0.26  0.34  0.27  0.02  0.32  0.32  0.42  0.61  0.07  0.32  -0.05  0.50  0.24  0.17  
2605  0.35  0.37  0.29  0.36  0.27  -0.05  0.31  0.33  0.40  0.50  0.13  0.34  -0.06  0.49  0.25  0.18  
2606  0.39  0.43  0.24  0.25  0.27  -0.06  0.31  0.37  0.34  0.53  0.18  0.33  -0.02  0.57  0.28  0.17  
2607  0.22  0.23  0.15  0.43  0.19  0.02  0.27  0.48  0.48  0.55  0.10  0.57  0.07  0.49  0.16  0.17  
2611  0.40  0.30  0.44  0.30  0.19  0.11  0.31  0.35  0.37  0.64  0.11  0.39  -0.06  0.47  0.43  0.22  
2612  0.28  0.31  0.24  0.33  0.14  -0.01  0.32  0.38  0.42  0.56  0.19  0.41  -0.10  0.53  0.26  0.16  
2613  0.27  0.35  0.35  0.31  0.06  0.08  0.47  0.43  0.21  0.50  0.17  0.44  -0.03  0.60  0.27  0.15  
2614  0.32  0.34  0.28  0.38  0.47  0.02  0.35  0.51  0.39  0.42  0.08  0.41  0.12  0.49  0.22  0.09  
2615  0.08  0.35  0.25  0.13  0.17  -0.01  0.28  0.37  0.58  0.46  0.24  0.45  0.05  0.39  0.27  0.17  
2616  0.44  0.23  0.20  0.33  0.27  -0.10  0.16  0.43  0.25  0.52  0.05  0.39  -0.01  0.49  0.28  0.07  
2617  0.23  0.26  0.30  0.11  0.27  0.03  0.29  0.31  0.35  0.68  0.27  0.31  0.04  0.46  0.32  0.19  
2618  0.27  0.27  0.28  0.25  0.25  0.03  0.25  0.39  0.36  0.54  0.23  0.40  -0.02  0.61  0.30  0.12  
2619  0.25  0.30  0.23  0.29  0.15  0.06  0.32  0.39  0.36  0.52  0.26  0.32  0.00  0.51  0.24  0.13  
2620  0.29  0.36  0.30  0.20  0.28  -0.11  0.24  0.37  0.34  0.45  0.16  0.41  -0.02  0.52  0.22  0.14  
2621  0.23  0.31  0.37  0.21  0.14  0.22  0.28  0.41  0.23  0.39  0.28  0.38  0.10  0.42  0.19  0.25  
2622  0.34  0.20  0.10  0.37  0.17  -0.25  0.21  0.34  0.33  0.57  0.10  0.38  0.09  0.67  0.22  0.12  
2623  0.36  0.29  0.33  0.33  0.39  0.07  0.42  0.35  0.34  0.62  0.15  0.25  0.13  0.53  0.36  0.08  
2624  0.16  0.22  0.29  0.32  0.06  0.04  0.27  0.51  0.27  0.49  0.24  0.37  0.00  0.53  0.26  0.07  
2625  0.34  0.34  0.32  0.37  0.17  -0.05  0.33  0.25  0.24  0.42  0.14  0.11  -0.05  0.40  0.38  0.22  
2626  0.37  0.15  0.27  0.28  0.11  0.23  0.25  0.44  0.16  0.66  -0.00  0.32  -0.06  0.63  0.17  0.11  
2627  0.26  0.34  0.21  0.25  0.16  0.03  0.29  0.36  0.28  0.58  0.24  0.52  -0.00  0.60  0.27  0.18  
2628  0.22  0.28  0.22  0.30  0.33  0.09  0.35  0.42  0.31  0.48  0.05  0.42  0.04  0.58  0.36  0.15  
2629  0.32  0.31  0.26  0.27  0.26  0.07  0.25  0.42  0.35  0.46  0.25  0.36  -0.00  0.52  0.30  0.07  
2634  0.46  0.42  0.22  0.09  0.32  0.26  0.11  0.59  0.27  0.95  0.14  0.74  -0.12  0.46  0.18  -0.08  
2635  0.39  0.28  0.21  0.26  0.23  0.07  0.32  0.48  0.36  0.58  0.21  0.41  -0.02  0.51  0.26  0.10  
2636  0.17  0.25  0.24  0.23  0.23  -0.09  0.25  0.32  0.46  0.37  0.16  0.40  -0.10  0.53  0.39  0.15  
2637  0.29  0.37  0.28  0.24  0.06  -0.12  0.26  0.40  0.46  0.41  0.11  0.49  -0.13  0.53  0.33  0.06  
2638  0.13  0.24  0.11  0.22  0.28  0.16  0.44  0.45  0.39  0.52  0.14  0.42  0.02  0.41  0.39  0.08  
2639  0.31  0.29  0.32  0.36  0.15  -0.07  0.31  0.31  0.39  0.47  0.21  0.32  -0.03  0.60  0.33  0.13  
2640  0.28  0.37  0.22  0.40  0.24  0.07  0.28  0.42  0.31  0.54  0.12  0.36  -0.02  0.64  0.28  0.15  
2641  0.34  0.32  0.23  0.32  0.26  0.09  0.27  0.36  0.33  0.44  0.08  0.40  -0.01  0.52  0.28  0.25  
2642  0.25  0.33  0.31  0.30  0.22  0.03  0.43  0.36  0.28  0.44  0.25  0.34  -0.04  0.51  0.28  0.15  
2643  0.04  0.15  0.36  0.21  0.15  0.05  0.23  0.46  0.28  0.41  0.23  0.48  0.05  0.62  0.25  0.26  
2644  0.24  0.25  0.31  0.35  0.12  0.18  0.47  0.28  0.20  0.63  0.39  0.47  0.12  0.50  0.19  0.09  
2646  0.13  0.14  0.17  0.24  0.37  0.31  0.29  0.38  0.49  0.26  0.22  0.33  0.13  0.58  0.30  0.22  
2648  0.21  0.36  0.03  0.28  0.39  0.16  0.10  0.15  0.31  0.38  0.26  0.31  0.17  0.72  0.42  0.33  
2649  0.22  0.36  0.12  0.29  0.21  -0.08  0.20  0.46  0.29  0.44  0.17  0.21  0.10  0.48  0.43  0.15  
2650  0.34  0.35  0.12  0.04  0.37  0.01  0.15  0.50  0.52  0.36  0.31  0.23  -0.04  0.35  0.32  0.10  
2651  0.04  0.08  0.19  0.42  0.25  0.11  0.17  0.33  0.39  0.30  0.18  0.26  0.26  0.73  0.47  -0.04  
2653  0.37  0.35  0.30  0.24  0.33  0.03  0.19  0.34  0.39  0.44  0.26  0.43  0.18  0.37  0.41  0.19  
2654  0.15  0.29  0.17  0.28  0.29  -0.05  0.45  0.36  0.31  0.24  0.22  0.36  0.08  0.45  0.46  0.17  
2655  0.23  0.34  0.14  0.23  0.44  0.10  0.23  0.45  0.26  0.44  0.16  0.40  0.02  0.47  0.44  0.22  
2656  0.31  0.36  0.23  0.54  0.18  0.18  0.08  0.44  0.33  0.34  0.22  0.25  0.13  0.41  0.31  0.30  
2657  0.16  0.36  0.07  0.10  0.19  -0.08  0.16  0.57  0.30  0.43  0.18  0.48  0.07  0.15  0.49  0.08  
2658  0.28  0.49  -0.16  0.29  0.31  0.05  0.25  0.17  0.43  0.46  0.04  0.20  -0.13  0.47  0.37  0.13  
2661  0.13  0.34  0.23  0.15  0.08  0.33  0.76  0.45  0.26  0.17  0.29  0.51  0.15  0.51  0.77  0.11  
2662  0.11  0.25  0.14  0.12  0.35  -0.19  0.24  0.41  0.24  0.57  0.27  0.27  0.14  0.38  0.52  0.06  
2667  0.39  0.37  0.06  0.19  0.43  0.36  0.13  0.36  0.25  0.19  0.53  0.19  0.10  0.45  0.31  0.27  
2669  0.35  0.30  0.28  0.14  0.32  0.32  0.25  0.40  0.09  0.55  -0.01  0.57  0.19  0.73  0.25  0.19  
2670  0.18  0.23  -0.09  0.25  0.22  0.14  0.37  0.62  0.41  0.65  0.20  0.48  -0.00  0.21  0.56  0.36  
2671  0.14  0.29  0.13  -0.01  0.29  -0.05  0.12  0.19  0.24  0.64  0.31  0.47  0.05  0.15  0.49  -0.10  
2672  0.17  0.21  -0.06  0.34  0.23  0.25  0.28  0.45  0.27  0.53  0.21  0.11  0.11  0.37  0.23  0.09  
2673  0.01  0.43  0.22  0.20  0.14  0.07  0.20  0.21  0.32  0.37  0.41  0.35  0.08  0.51  0.35  0.11  
2675  0.17  0.26  0.19  0.13  0.30  0.08  0.24  0.50  0.35  0.48  0.32  0.26  -0.01  0.50  0.42  0.18  
2676  0.16  0.34  0.11  0.31  0.29  0.08  0.28  0.35  0.25  0.33  0.37  0.28  0.13  0.38  0.27  0.02  
2677  0.17  0.42  0.21  0.18  0.21  0.07  0.24  0.37  0.32  0.52  0.19  0.29  -0.00  0.39  0.33  0.12  
2678  0.25  0.29  0.26  -0.02  0.21  0.19  0.25  0.37  0.39  0.34  0.35  0.31  0.05  0.67  0.44  0.07  
2679  -0.05  0.54  -0.19  -0.07  0.41  0.03  0.16  0.14  0.43  0.20  0.49  0.47  0.14  0.16  0.42  0.27  
2680  0.26  0.18  0.31  0.16  0.29  0.16  0.26  0.38  0.38  0.46  0.38  0.41  0.20  0.41  0.61  0.05  
2681  0.09  0.31  0.29  0.26  0.42  0.06  0.30  0.36  0.34  0.45  0.40  0.23  0.05  0.41  0.25  0.19  
2682  0.03  0.44  -0.11  0.37  0.32  0.14  0.42  0.36  0.37  0.43  0.46  0.30  0.02  0.43  0.41  -0.08  
2683  0.02  0.34  0.21  0.28  0.44  0.14  0.19  0.48  0.41  0.63  0.28  0.30  0.17  0.35  0.44  0.31  
2684  0.12  0.32  0.03  0.36  0.46  0.09  0.21  0.31  0.46  0.48  0.44  0.37  0.09  0.65  0.48  0.19  
2685  0.17  0.47  0.23  0.21  0.34  0.05  0.20  0.42  0.25  0.52  0.23  0.21  0.05  0.49  0.46  0.09  
2686  0.23  0.48  0.04  0.28  0.39  0.10  0.13  0.44  0.31  0.41  0.26  0.41  -0.04  0.54  0.32  0.08  
2687  0.11  0.44  0.16  0.19  0.38  0.25  0.37  0.38  0.25  0.43  0.15  0.48  0.17  0.39  0.38  0.12  
2688  0.16  0.33  0.12  0.20  0.41  0.04  0.31  0.53  0.27  0.54  0.22  0.49  0.11  0.30  0.29  0.02  
2690  0.11  0.30  0.13  0.21  0.20  -0.03  0.12  0.45  0.35  0.51  0.29  0.32  0.06  0.44  0.45  0.18  
2691  0.05  0.29  0.20  0.39  0.26  -0.00  0.06  0.33  0.27  0.55  0.20  0.37  -0.04  0.53  0.48  0.18  
2692  0.16  0.24  0.11  0.30  0.13  0.11  0.21  0.31  0.17  0.52  0.32  0.56  0.00  0.51  0.36  0.00  
2694  0.08  0.39  0.17  0.16  0.25  0.17  0.30  0.29  0.36  0.53  0.21  0.45  0.10  0.37  0.29  0.14  
2696  0.23  0.51  0.13  0.43  0.33  0.13  0.37  0.22  -0.05  0.55  0.43  0.13  0.06  0.01  0.50  0.20  
2697  0.18  0.50  0.18  0.14  0.50  0.14  0.30  0.23  0.36  0.49  0.31  0.33  0.19  0.46  0.33  0.29  
2698  0.13  0.36  0.09  0.37  0.38  0.05  0.20  0.34  0.31  0.45  0.27  0.33  0.12  0.49  0.34  0.22  
2699  0.33  0.32  0.13  0.14  0.48  0.10  0.06  0.43  0.33  0.42  0.27  0.39  0.07  0.37  0.35  0.05  
2700  0.05  0.42  0.15  0.14  0.16  -0.02  0.18  0.43  0.28  0.54  0.34  0.36  0.07  0.47  0.37  0.09  
2701  0.28  0.34  -0.02  0.28  0.34  0.18  0.19  0.43  0.49  0.45  0.29  0.35  -0.11  0.48  0.31  0.06  
2703  0.16  0.26  0.22  0.19  0.15  -0.02  0.07  0.14  0.23  0.07  0.23  0.14  0.03  0.21  0.21  0.01  
2704  0.24  0.26  0.22  0.10  0.27  0.03  0.45  0.26  0.40  0.44  0.29  0.51  0.14  0.49  0.52  0.12  
2705  0.22  0.24  0.33  0.25  0.29  -0.02  0.23  0.40  0.29  0.46  0.21  0.53  0.21  0.38  0.51  0.10  
2706  0.09  0.33  0.32  0.16  0.21  0.01  0.27  0.43  0.17  0.41  0.26  0.38  0.12  0.33  0.41  0.21  
2707  0.17  0.33  0.12  0.10  0.10  0.11  0.31  0.27  0.51  0.49  0.36  0.71  0.20  0.57  0.33  0.14  
2708  0.09  0.28  0.12  0.20  0.33  0.23  0.31  0.52  0.38  0.36  0.25  0.58  0.11  0.36  0.36  0.25  
2709  0.34  0.30  0.13  0.20  0.19  0.03  0.26  0.37  0.30  0.31  0.18  0.57  0.05  0.36  0.15  0.13  
2710  0.04  0.33  0.21  0.36  0.42  0.18  0.48  0.12  0.33  0.40  0.47  0.32  0.04  0.41  0.42  -0.03  
2711  0.27  0.38  0.27  0.15  0.17  0.09  0.34  0.44  0.28  0.32  0.30  0.53  -0.02  0.54  0.58  0.11  
2714  0.08  0.28  0.29  0.17  0.08  0.10  0.08  0.19  0.09  0.10  0.31  0.28  0.08  0.25  0.24  0.11  
2716  0.16  0.22  0.18  0.16  0.22  0.09  0.15  0.24  0.14  0.13  0.25  0.10  0.11  0.32  0.23  0.10  
2719  0.15  0.30  0.16  0.28  0.30  0.15  0.27  0.26  0.25  0.57  0.31  0.49  0.03  0.51  0.29  0.13  
2720  -0.01  0.39  0.07  0.20  0.26  -0.00  0.28  0.36  0.25  0.61  0.21  0.31  0.08  0.55  0.29  0.07  
2721  0.09  0.26  0.15  0.25  0.38  0.18  0.14  0.26  0.30  0.43  0.12  0.32  0.22  0.34  0.34  0.20  
2722  0.18  0.31  0.18  0.13  0.29  0.05  0.23  0.37  0.25  0.43  0.21  0.63  0.14  0.25  0.34  0.11  
2723  0.19  0.40  0.24  0.23  0.32  0.06  0.25  0.27  0.34  0.37  0.33  0.48  0.17  0.52  0.34  0.33  
2724  0.10  0.25  0.04  0.29  0.31  0.11  0.20  0.51  0.35  0.40  0.22  0.43  0.01  0.35  0.24  0.07  
2725  0.10  0.32  0.34  0.29  0.26  0.07  0.25  0.27  0.48  0.51  0.23  0.19  0.08  0.49  0.47  0.18  
2726  0.24  0.24  0.17  0.25  0.25  -0.04  0.28  0.46  0.50  0.36  0.44  0.55  -0.01  0.40  0.42  0.25  
2727  0.16  0.36  0.00  0.36  0.38  0.22  0.13  0.41  0.28  0.31  0.16  0.33  -0.02  0.33  0.29  0.21  
2728  0.08  0.38  0.18  0.21  0.23  0.06  0.29  0.51  0.36  0.24  0.22  0.62  0.07  0.33  0.18  0.29  
2729  0.17  0.53  0.01  0.35  0.46  0.16  0.19  0.34  0.31  0.31  0.39  0.39  0.02  0.29  0.39  0.17  
2730  0.12  0.42  0.15  0.22  0.30  0.18  0.18  0.45  0.42  0.24  0.09  0.36  0.18  0.47  0.32  0.24  
2731  0.17  0.33  0.08  0.47  0.28  -0.14  0.29  0.41  0.39  0.48  0.28  0.35  0.10  0.58  0.26  -0.02  
2732  0.10  0.34  0.19  0.23  0.27  -0.04  0.28  0.46  0.33  0.31  0.31  0.55  0.07  0.50  0.38  0.17  
