nrun   cer1   cer2   cer3   cer4   cer5   cer6  cer7   cer8   cer9   cer10
91535  0.04  0.09  0.41  0.20  0.34  0.26  -0.10  -0.28  -0.49  -0.63  
91536  -0.19  -0.15  0.20  -0.41  -0.17  0.10  -0.51  -0.49  -0.17  -0.40  
91537  -0.36  0.34  0.21  -0.72  0.10  -0.53  -0.20  -0.47  -0.13  -0.92  
91538  -0.11  0.10  -0.05  -0.20  0.06  -0.22  -0.28  -0.46  -0.28  -0.83  
91539  -0.52  -0.05  0.12  -0.26  0.21  0.05  -0.40  -0.43  -0.09  -0.61  
91540  -0.15  0.00  0.21  0.07  0.21  0.27  -0.30  -0.53  -0.17  -0.60  
91541  -0.17  0.24  0.19  -0.65  -0.07  -0.09  -0.31  -0.34  -0.14  -0.75  
91542  -0.23  0.00  0.19  -0.35  0.16  0.08  -0.28  -0.31  -0.06  -0.54  
91543  -0.30  0.70  0.49  -0.05  0.14  0.13  -0.41  -0.85  -0.04  -0.80  
91544  -0.17  -0.31  0.31  0.40  -0.39  0.31  -0.54  -0.60  -0.33  -0.78  
91546  -0.18  0.44  0.10  -0.26  -0.08  -0.04  -0.41  -0.95  -0.28  -0.59  
91547  0.11  0.11  0.20  -0.08  0.01  0.19  -0.27  -0.38  -0.29  -0.69  
91548  -0.02  0.20  0.49  -0.25  0.12  -0.11  -0.42  -0.42  -0.20  -0.75  
91549  -0.26  -0.10  0.22  -0.56  -0.07  -0.24  -0.30  -0.54  -0.56  -0.80  
91550  0.02  -0.07  -0.18  -0.70  0.16  -0.21  -0.33  -0.13  -0.22  -0.68  
91551  -0.16  -0.31  0.20  -0.32  -0.05  -0.17  -0.39  -0.52  0.09  -0.45  
91552  -0.19  -0.02  0.19  -0.51  0.34  0.04  -0.28  -0.61  0.01  -0.52  
91553  0.16  -0.20  0.21  -0.27  0.02  -0.56  -0.17  -0.79  0.15  -0.78  
91554  -0.25  -0.06  0.07  -0.10  0.22  0.01  -0.41  -0.61  -0.46  -0.89  
91555  -0.04  -0.02  -0.14  -0.38  0.46  -0.35  -0.36  -0.47  -0.30  -1.12  
91556  -0.47  0.06  0.21  -0.27  0.11  -0.00  -0.39  -0.37  -0.02  -0.77  
91557  -0.47  0.13  0.27  -0.21  0.06  0.03  -0.29  -0.13  0.07  -0.89  
91558  -0.20  0.28  0.39  -0.18  -0.18  -0.18  -0.48  -0.34  -0.28  -1.04  
91559  -0.02  0.12  -0.09  -0.41  0.22  -0.07  -0.37  -0.73  -0.14  -0.74  
91561  -0.49  -0.10  0.36  -0.18  0.23  0.03  -0.57  -0.13  -0.14  -0.80  
91562  -0.22  0.06  0.27  -0.40  0.22  -0.02  -0.51  -0.55  -0.40  -1.09  
91563  -0.06  0.22  0.35  0.15  0.26  0.01  -0.42  -0.58  -0.34  -0.62  
91564  -0.16  0.09  0.22  -0.29  -0.03  -0.18  -0.64  -0.32  -0.34  -0.87  
91565  -0.23  0.06  0.26  -0.29  0.02  0.18  -0.44  -0.27  -0.23  -0.95  
91566  -0.31  0.32  0.73  -0.30  -0.05  -0.13  -0.40  -0.58  -0.34  -0.51  
91567  -0.17  0.05  0.11  -0.06  0.24  -0.00  -0.44  -0.05  -0.30  -0.57  
91568  -0.29  0.20  0.40  -0.16  0.11  -0.16  -0.31  -0.45  -0.01  -0.61  
91569  -0.34  0.14  0.09  0.00  0.25  0.06  -0.52  -0.75  -0.11  -0.48  
91570  -0.30  0.10  0.33  -0.06  0.21  -0.07  -0.16  -0.61  0.13  -1.02  
91571  -0.27  0.06  0.14  -0.47  0.16  -0.25  -0.25  -0.31  -0.44  -0.64  
91572  0.01  0.25  0.15  -0.01  0.10  0.09  -0.57  -0.22  -0.12  -0.45  
91573  -0.27  -0.14  0.07  -0.27  0.13  -0.24  -0.60  -0.64  -0.34  -1.06  
91574  0.02  -0.19  0.11  0.32  -0.06  -0.46  -0.20  -0.49  -0.39  -0.72  
91575  -0.08  0.34  0.28  -0.14  0.24  0.02  -0.40  -0.70  -0.26  -0.92  
91576  -0.11  0.21  0.29  -0.12  0.24  -0.27  -0.26  -0.26  -0.62  -0.70  
91577  0.08  -0.09  0.32  -0.61  -0.49  0.46  -0.13  -0.13  -0.42  -0.33  
91578  -0.07  -0.20  0.24  -0.13  0.25  0.19  -0.39  -0.55  -0.35  -0.80  
91579  -0.18  -0.03  0.13  -0.43  0.05  -0.16  -0.53  -0.33  -0.24  -0.86  
91590  -0.28  0.47  0.23  -0.25  0.06  0.59  -0.02  -0.20  0.30  -0.69  
91593  -0.48  -0.00  0.14  -0.50  -0.17  0.46  -0.03  -0.34  0.33  -0.77  
91596  -0.54  0.00  0.17  -0.55  -0.19  0.54  -0.20  -0.52  -0.11  -0.76  
91597  0.14  -0.12  0.24  -0.09  -0.05  -0.49  -0.21  -0.63  0.03  -0.79  
91599  0.13  -0.07  0.20  -0.15  0.01  -0.49  -0.16  -0.62  0.05  -0.82  
91602  -0.69  0.00  0.39  -0.09  0.25  0.23  -0.17  -0.67  -0.27  -0.29  
91603  -0.22  -0.00  0.32  -0.33  0.32  0.31  -0.28  -0.33  -0.08  -0.76  
91604  0.01  0.14  0.15  -0.49  -0.15  -0.10  -0.39  -0.41  -0.10  -1.38  
91605  -0.07  0.26  0.06  0.58  -0.03  0.02  -0.83  -0.59  -0.08  -0.79  
91606  -0.00  0.12  0.15  0.28  -0.08  -0.05  -0.56  -0.87  -0.23  -0.73  
91607  -0.49  0.31  0.21  0.43  0.18  0.13  -0.18  -0.11  -0.15  -1.09  
91608  -0.02  -0.03  0.25  -0.59  -0.21  0.02  -0.41  -0.33  -0.36  -0.88  
91609  0.34  0.15  0.70  -0.20  -0.22  -0.10  -0.59  0.59  -0.26  -1.17  
91610  0.21  0.23  0.50  -0.30  -0.35  -0.62  -0.34  -0.09  -0.21  -0.80  
91611  -0.24  0.50  0.08  -0.41  -0.05  0.06  -0.26  -0.56  0.06  -0.97  
91612  -0.36  0.04  0.43  -0.12  0.16  0.29  -0.47  -0.71  -0.17  -1.12  
91614  -0.29  0.26  0.37  -0.21  0.25  0.26  -0.32  -0.22  -0.13  -0.77  
91615  -0.22  0.16  0.19  -0.22  0.15  0.21  -0.39  -0.32  -0.13  -0.82  
91616  -0.24  0.37  0.23  -0.60  0.10  0.73  -0.12  -0.62  0.01  -0.52  
91617  -0.50  -0.04  0.17  -0.57  -0.21  0.41  -0.06  -0.53  0.13  -0.72  
91618  -0.47  0.00  0.17  -0.55  -0.20  0.40  -0.09  -0.56  0.13  -0.73  
91619  -0.50  -0.06  0.13  -0.46  -0.19  0.27  -0.13  -0.55  0.16  -0.73  
91620  -0.53  -0.04  0.13  -0.59  -0.22  0.27  -0.11  -0.54  0.12  -0.75  
91621  -0.48  -0.05  0.15  -0.55  -0.22  0.36  -0.17  -0.53  0.18  -0.73  
91622  -0.52  -0.05  0.17  -0.46  -0.23  0.22  -0.17  -0.56  0.12  -0.76  
91623  -0.47  -0.03  0.17  -0.54  -0.22  0.26  -0.12  -0.56  0.13  -0.73  
91624  -0.52  -0.04  0.11  -0.51  -0.21  0.31  -0.09  -0.56  0.15  -0.70  
91625  -0.48  -0.09  0.24  -0.42  -0.22  0.41  -0.10  -0.56  0.07  -0.70  
91626  -0.38  -0.10  0.22  -0.55  -0.21  0.61  -0.25  -0.50  0.25  -0.80  
91627  -0.55  0.01  0.13  -0.52  -0.13  0.39  -0.12  -0.53  0.13  -0.67  
91628  -0.51  -0.04  0.10  -0.36  -0.16  0.29  -0.09  -0.55  0.07  -0.74  
91629  -0.49  -0.04  0.20  -0.49  -0.20  0.26  -0.10  -0.58  0.14  -0.73  
91630  -0.46  0.00  0.11  -0.55  -0.19  0.28  -0.17  -0.63  0.08  -0.82  
91631  -0.52  0.00  0.19  -0.41  -0.22  0.26  -0.18  -0.57  0.19  -0.73  
91632  -0.48  -0.08  0.13  -0.44  -0.31  0.42  -0.10  -0.57  0.15  -0.79  
91633  -0.40  -0.27  0.18  -0.33  -0.01  0.45  -0.21  -0.61  0.08  -0.55  
91634  -0.51  -0.04  0.19  -0.53  -0.17  0.30  -0.12  -0.60  0.13  -0.70  
91635  -0.49  -0.04  0.11  -0.43  -0.25  0.40  -0.13  -0.57  0.12  -0.69  
91636  -0.47  -0.07  0.13  -0.46  -0.20  0.23  -0.19  -0.60  0.13  -0.68  
91637  -0.49  0.04  0.17  -0.42  -0.22  0.34  -0.12  -0.66  0.15  -0.75  
91638  -0.49  0.04  0.23  -0.51  -0.19  0.42  -0.15  -0.59  0.17  -0.77  
91639  0.03  -0.06  0.23  -0.14  -0.13  -0.16  -0.23  -0.70  -0.01  -0.81  
91640  0.08  -0.00  0.23  -0.06  0.01  -0.42  -0.17  -0.61  0.12  -1.06  
91641  0.02  -0.08  0.24  -0.11  0.05  -0.40  -0.20  -0.72  0.04  -0.88  
91642  0.07  -0.05  0.26  -0.07  -0.14  -0.43  -0.19  -0.75  0.05  -0.89  
91645  0.08  -0.10  0.26  -0.29  -0.07  -0.37  -0.22  -0.70  0.03  -0.83  
91646  -0.04  0.01  0.19  -0.11  -0.06  -0.33  -0.27  -0.66  -0.01  -0.90  
91647  0.04  -0.01  0.22  -0.17  -0.12  -0.42  -0.11  -0.76  0.06  -1.04  
91648  -0.56  -0.04  0.21  -0.55  -0.34  0.24  -0.18  -0.59  0.10  -0.89  
91649  -0.41  0.04  0.20  -0.47  -0.07  0.29  -0.02  -0.81  0.18  -0.97  
91650  -0.49  0.02  0.18  -0.55  -0.17  0.33  -0.08  -0.51  0.19  -0.76  
91651  -0.48  -0.01  0.23  -0.42  -0.18  0.32  -0.12  -0.57  0.07  -0.73  
91655  -0.33  0.36  0.27  0.18  0.25  0.21  -0.51  -0.38  -0.22  -0.54  
91656  -0.39  -0.19  0.42  -0.07  0.09  0.16  -0.52  -0.84  -0.34  -0.51  
91657  0.10  0.12  0.09  0.01  -0.02  0.21  -0.25  -0.71  -0.65  -0.94  
91658  -0.13  0.40  0.23  -0.04  0.07  0.08  -0.48  -0.31  -0.30  -0.80  
91659  -0.23  0.31  0.40  0.34  0.05  -0.00  -0.19  -0.37  -0.14  -1.01  
91662  -0.22  0.05  0.31  -0.16  -0.12  0.14  -0.32  -0.74  -0.34  -0.93  
91663  -0.29  0.09  -0.01  0.08  -0.01  0.22  -0.65  -0.31  -0.15  -0.60  
91664  -0.28  0.11  0.17  0.07  0.02  0.70  -0.32  -0.45  -0.12  -0.59  
91665  -0.49  0.23  0.25  -0.21  0.29  0.45  -0.26  -0.27  -0.36  -0.68  
91666  -0.01  0.52  0.24  -0.42  0.33  0.34  -0.74  -0.36  -0.10  -0.92  
91667  -0.41  0.10  0.41  0.01  0.11  0.29  -0.77  -0.35  -0.01  -0.58  
91668  -0.27  0.23  0.34  0.28  0.04  0.48  -0.71  -0.14  -0.38  -0.65  
91671  -0.03  0.36  0.54  -0.36  0.20  0.36  -0.40  -0.54  -0.15  -0.84  
91672  0.18  -0.10  0.26  -0.09  -0.02  -0.41  -0.20  -0.60  0.07  -0.69  
91675  0.16  0.48  0.05  -0.11  0.68  0.29  -0.20  -0.20  -0.03  -0.49  
91676  0.10  -0.17  0.04  -0.06  0.56  0.22  -0.49  -0.34  -0.23  -0.24  
91677  -0.18  0.48  0.18  0.05  0.50  0.44  -0.32  0.11  -0.35  -0.45  
91680  0.16  0.19  -0.11  -0.37  0.14  -0.18  -0.37  -0.29  0.00  -0.28  
91681  -0.09  0.48  0.38  -0.23  0.80  0.06  0.03  -0.35  0.03  -0.86  
91682  -0.04  -0.16  0.17  -0.26  0.17  -0.23  -0.09  -0.12  -0.37  -0.52  
91683  0.01  0.10  0.36  0.07  0.78  0.52  -0.44  -0.61  -0.30  -0.89  
91684  0.10  0.39  0.48  0.25  0.29  0.52  -0.40  0.06  -0.19  -0.39  
91685  -0.16  0.23  0.43  0.35  0.57  -0.22  -0.38  -0.43  -0.11  -0.06  
91686  -0.01  0.44  0.26  0.34  0.26  0.53  -0.31  -0.01  -0.45  -0.38  
91687  -0.02  0.50  0.37  0.11  0.23  0.10  -0.21  -0.08  -0.16  -0.25  
91688  -0.01  0.11  0.46  0.19  -0.13  0.43  -0.36  -0.19  -0.08  -0.45  
91689  -0.13  0.29  0.29  -0.05  0.18  0.42  -0.59  -0.13  -0.34  -0.43  
91690  -0.10  0.22  0.30  0.04  0.59  0.19  -0.30  -0.68  -0.18  -0.24  
91691  -0.08  0.17  0.32  0.83  0.16  0.28  -0.34  0.23  0.15  -0.13  
91692  -0.04  0.56  0.17  0.33  0.44  0.25  -0.34  -0.20  0.19  -0.20  
91693  -0.13  0.43  0.16  0.01  0.11  0.29  -0.60  -0.47  -0.11  -0.92  
91694  -0.16  0.30  0.20  1.02  0.47  0.84  -0.40  0.04  -0.16  -0.22  
91695  -0.16  0.68  0.23  -0.18  0.45  0.21  -0.33  -0.71  -0.23  -0.48  
91701  0.18  -0.14  0.20  -0.21  0.10  -0.35  -0.08  -0.46  0.06  -0.55  
91703  0.16  -0.02  0.12  -0.12  0.16  -0.39  -0.03  -0.39  0.08  -0.65  
91712  0.32  0.23  -0.10  0.02  -0.62  0.37  -0.93  0.26  0.53  -0.59  
91713  0.16  0.55  -0.05  0.09  0.53  0.35  -0.40  0.09  -0.24  0.14  
91726  -0.11  0.63  0.03  0.06  0.27  0.11  -0.41  -0.51  -0.67  -0.80  
91727  -0.60  -0.27  -0.15  0.13  -0.25  0.23  -0.17  -0.33  -0.20  -0.34  
91737  -0.33  0.06  0.03  0.03  -0.07  -0.29  -0.42  0.30  -0.24  -0.37  
91748  -0.46  0.51  0.23  -0.54  0.49  0.42  -0.15  -0.09  -0.34  -0.46  
91751  -0.35  0.08  -0.01  -0.08  0.41  0.41  -0.36  -0.39  -0.35  -0.70  
91752  -0.42  0.44  0.13  -0.16  0.31  0.31  -0.10  -0.06  -0.09  -0.37  
91756  -0.36  0.18  0.03  0.16  0.70  0.54  -0.22  -0.42  -0.28  -0.77  
91759  -0.36  0.24  0.22  0.16  0.06  0.68  -0.37  -0.07  -0.63  -0.00  
91760  -0.10  0.02  0.17  0.07  0.11  0.35  -0.82  -0.37  -0.10  -0.52  
91774  -0.23  0.54  0.04  0.18  0.72  0.45  -0.16  0.22  -0.48  -0.18  
91775  -0.33  0.28  0.34  -0.17  0.41  0.34  -0.27  -0.32  -0.24  -0.48  
91777  -0.09  0.27  0.18  0.05  0.14  0.43  -0.11  -0.07  -0.22  -0.49  
91779  -0.69  -0.27  0.04  0.10  -0.10  0.46  -0.19  -0.32  -0.30  -0.18  
91780  -0.24  -0.06  0.03  -0.01  0.41  0.11  -0.21  -0.02  -0.27  -0.20  
91784  0.22  -0.07  0.18  -0.12  0.14  -0.45  -0.07  -0.46  0.06  -0.65  
91786  -0.25  0.54  -0.07  -0.24  0.46  0.28  -0.18  -0.23  -0.53  -0.43  
91787  -0.43  0.02  0.29  -0.56  0.41  0.59  -0.16  -0.47  -0.29  -0.13  
91788  -0.16  0.34  0.13  0.18  0.33  0.26  -0.16  -0.28  -0.04  -0.35  
91789  -0.36  0.20  0.26  -0.18  0.59  0.38  -0.36  -0.11  -0.20  -0.46  
91790  -0.00  0.24  0.08  -0.22  0.36  0.30  -0.34  -0.45  -0.24  -0.63  
91791  -0.25  0.14  0.05  0.15  -0.02  0.29  -0.33  -0.35  -0.18  -0.50  
91792  -0.22  0.12  0.28  -0.30  0.17  0.13  -0.32  -0.36  -0.00  -0.47  
91793  -0.14  0.10  0.43  0.11  0.59  0.21  -0.02  -0.12  -0.54  -0.38  
91794  -0.22  0.51  0.03  0.15  0.18  0.47  -0.57  -0.18  -0.21  -0.28  
91795  -0.17  0.14  0.05  0.26  0.34  0.30  -0.22  -0.09  -0.08  -0.41  
91796  -0.27  0.26  0.21  0.21  0.18  0.27  -0.38  -0.05  -0.27  -0.54  
91798  -0.23  0.08  0.18  -0.65  -0.04  0.26  -0.16  0.13  -0.38  -1.11  
91799  -0.26  0.21  0.37  0.02  0.33  0.41  -0.28  -0.03  0.04  -0.58  
91800  -0.29  -0.05  0.29  0.09  0.26  0.09  -0.38  -0.15  -0.56  -0.82  
91801  -0.29  0.01  -0.20  -0.83  0.49  0.02  -0.06  -0.27  -0.20  -0.83  
91803  -0.02  0.06  -0.15  0.43  0.59  0.76  -0.36  -0.41  -0.35  -0.24  
91804  0.03  0.36  0.13  0.13  0.31  0.34  -0.01  -0.30  -0.10  -0.14  
91805  -0.26  0.31  0.15  -0.54  0.11  0.32  0.17  -0.64  -0.23  -1.01  
91806  -0.58  0.11  0.11  -0.28  0.18  0.57  -0.28  -0.04  -0.28  -0.70  
91809  0.18  -0.15  0.19  -0.16  0.17  -0.35  -0.03  -0.50  0.12  -0.68  
91813  -0.11  0.48  0.17  0.33  0.10  0.34  -0.36  -0.34  0.07  -1.00  
91814  -0.27  0.03  0.30  0.17  0.05  0.60  -0.47  0.05  -0.27  -0.34  
91815  -0.38  0.06  0.24  0.13  -0.01  0.51  -0.02  -0.49  0.22  -0.68  
91816  -0.12  0.15  0.18  -0.10  0.13  0.46  -0.22  0.20  -0.15  -0.17  
91817  -0.80  -0.07  -0.11  0.16  0.42  0.46  0.05  -0.10  -0.10  0.21  
91818  -0.09  0.20  0.14  0.16  -0.13  0.57  -0.34  -0.02  -0.06  -0.48  
91819  -0.08  0.14  0.15  0.21  0.20  0.46  -0.24  -0.41  0.17  -0.37  
91820  -0.28  0.67  0.29  -0.19  0.26  0.32  -0.36  -0.66  -0.17  -0.52  
91821  -0.29  0.17  0.08  -0.08  0.20  0.54  -0.57  -0.45  -0.25  -0.73  
91822  0.17  0.43  0.03  -0.11  0.18  0.32  0.15  -0.20  -0.24  -0.44  
91823  -0.33  -0.01  0.10  -0.36  0.36  0.63  -0.15  0.04  0.10  -0.54  
91824  -0.49  0.21  -0.03  0.30  0.39  0.38  -0.43  -0.30  -0.04  -0.60  
91825  -0.05  0.22  0.26  0.24  0.41  0.28  -0.07  -0.17  -0.21  -0.19  
91828  0.15  -0.06  0.19  -0.10  0.16  -0.36  -0.07  -0.49  0.14  -0.73  
91830  -0.37  0.18  0.32  0.42  0.12  0.07  -0.42  -0.18  0.05  -0.75  
91831  -0.12  0.31  0.02  -0.09  0.39  0.61  0.01  -0.64  -0.05  -0.38  
91832  0.05  0.07  0.28  0.32  0.19  0.33  -0.67  -0.60  -0.08  -0.24  
91833  -0.15  0.25  0.30  0.02  0.48  0.31  -0.60  -0.23  -0.04  -0.30  
91834  -0.41  0.20  0.12  0.00  0.18  0.43  -0.35  -0.31  -0.38  -0.59  
91835  -0.29  0.13  0.05  0.02  -0.23  0.17  -0.23  -0.19  0.10  -0.83  
91836  -0.12  0.32  0.19  0.03  0.11  0.54  -0.11  -0.50  -0.29  -0.76  
91837  -0.25  0.44  0.32  0.47  0.27  0.89  -0.38  -0.11  -0.07  -0.24  
91838  -0.18  0.29  0.04  0.03  0.08  0.41  -0.30  -0.09  -0.27  -0.17  
91841  -0.09  0.30  -0.16  0.52  0.19  0.01  -0.38  0.05  0.00  -0.54  
91843  0.12  0.41  0.04  0.21  0.49  0.10  0.13  0.42  -0.33  -0.55  
91844  -0.51  0.51  0.07  0.53  0.22  0.32  -0.19  -0.10  -0.05  0.10  
91845  -0.32  -0.13  0.18  -0.04  -0.31  0.33  -0.04  -0.57  -0.20  -0.07  
91846  -0.31  -0.04  -0.08  0.34  0.24  0.26  -0.16  -0.17  0.29  -0.93  
91847  -0.36  0.12  0.26  0.08  0.12  0.15  -0.24  0.05  -0.20  -0.65  
91848  -0.19  0.15  0.27  0.48  0.27  0.22  -0.03  -0.26  -0.24  -0.58  
91849  -0.13  0.34  0.18  0.28  0.04  0.19  -0.14  -0.14  0.01  -0.49  
91850  -0.10  0.08  -0.27  0.20  0.12  0.01  0.13  0.48  -0.10  -1.12  
91851  -0.14  0.32  0.08  0.49  0.23  0.10  -0.01  0.02  0.04  -0.60  
91852  -0.37  0.55  -0.41  0.50  0.32  -0.14  -0.36  0.16  0.05  -0.09  
91853  0.13  -0.00  0.12  0.15  0.13  -0.33  -0.02  -0.58  0.02  -0.73  
91854  0.14  -0.01  0.18  0.02  0.14  -0.36  -0.11  -0.56  0.07  -0.67  
91855  -0.11  0.05  0.13  0.84  0.11  0.09  0.02  -0.22  0.21  -0.37  
91856  -0.20  -0.01  0.10  0.14  0.14  0.31  -0.02  -0.56  -0.14  -0.71  
91860  -0.32  0.45  0.48  0.44  -0.16  0.15  -0.44  0.16  -0.15  -0.75  
91867  0.10  0.63  0.22  0.94  0.33  0.29  -0.49  -0.12  -0.23  -0.63  
91868  0.08  -0.05  -0.01  0.05  0.02  -0.12  -0.61  -0.36  -0.32  -0.26  
91869  -0.17  0.51  0.25  0.39  0.14  0.44  -0.65  -0.29  -0.24  -0.55  
91871  -0.11  0.31  -0.05  0.45  -0.20  0.53  -0.46  -0.23  -0.30  -0.75  
91872  -0.07  -0.02  0.03  0.29  0.05  0.05  -1.11  -0.19  -0.28  -0.89  
91873  -0.37  0.01  -0.06  0.56  0.01  0.36  -0.52  -0.16  -0.33  -0.61  
91874  -0.18  0.68  0.25  0.58  -0.00  0.35  -0.32  0.11  -0.16  -0.89  
91875  -0.13  0.47  -0.16  -0.39  0.43  0.11  -0.70  -0.31  -0.49  -0.17  
91876  -0.17  -0.02  0.18  0.29  0.33  0.19  -0.29  -0.11  -0.68  0.00  
91877  -0.29  0.34  0.14  0.57  0.12  0.43  -0.58  -0.26  -0.71  -0.59  
91878  -0.02  -0.01  0.15  0.16  -0.24  0.46  -0.79  -0.46  0.14  -0.83  
91879  -0.24  0.85  0.01  0.84  0.51  0.64  -0.82  0.23  -0.30  -0.07  
91880  -0.19  0.10  -0.00  0.29  0.31  0.24  -0.32  -0.06  -0.53  -0.40  
91881  -0.42  0.10  0.12  0.10  0.53  0.48  -0.57  -0.20  -0.44  -1.11  
91882  -0.26  0.49  0.15  0.35  0.12  0.35  -0.53  0.13  -0.17  -0.67  
91883  -0.08  0.00  0.22  0.32  0.45  0.31  -0.44  -0.25  -0.65  -0.80  
91884  -0.30  0.20  0.41  0.40  0.16  0.60  -0.62  -0.01  -0.24  -0.55  
91886  -0.21  -0.11  0.06  0.02  0.05  0.36  -0.42  -0.07  -0.28  -0.62  
91887  -0.47  0.17  0.35  -0.06  0.12  0.26  -0.72  -0.28  -0.42  -0.66  
91888  -0.00  0.22  0.15  0.08  0.14  0.25  -0.35  -0.35  -0.26  -0.44  
91890  -0.36  0.34  0.22  0.36  0.18  0.56  -0.44  -0.13  -0.29  -0.66  
91893  -0.17  0.07  0.15  0.28  -0.06  -0.13  -0.50  -0.28  -0.53  -0.61  
91894  -0.21  0.25  -0.12  0.15  0.32  0.28  -0.29  -0.20  -0.41  -1.24  
91895  -0.26  0.20  0.16  -0.00  -0.20  0.55  -0.66  -0.19  -0.56  -0.57  
91896  -0.17  0.21  0.05  -0.07  -0.04  0.09  -0.78  -0.17  -0.40  -0.75  
91897  -0.33  0.41  0.03  0.09  0.03  0.44  -0.53  -0.23  -0.55  -0.79  
91899  0.09  0.02  0.10  0.15  0.01  -0.27  -0.10  -0.37  -0.07  -0.65  
91900  -0.28  -0.09  0.03  -0.10  -0.20  0.34  -0.58  -0.12  -0.79  -0.68  
91901  -0.23  -0.09  -0.05  0.06  0.29  0.35  -0.61  -0.62  -0.43  -0.81  
91903  -0.14  0.05  -0.03  0.36  0.22  0.46  -0.35  -0.26  -0.31  -0.71  
91904  -0.34  0.25  0.03  0.28  0.12  0.14  -0.48  -0.08  -0.45  -0.88  
91905  -0.35  0.17  0.03  0.09  0.19  0.25  -0.42  -0.12  -0.24  -0.45  
91906  -0.09  0.56  0.04  0.34  0.32  0.16  -0.69  -0.32  -0.59  -0.59  
91907  0.09  0.16  0.07  0.69  0.39  0.21  -0.31  -0.04  -0.18  -0.64  
91908  -0.34  -0.43  -0.05  -0.04  0.45  0.43  -0.60  -0.46  -0.36  -0.65  
91911  0.24  -0.19  0.13  0.02  0.20  -0.31  -0.34  -0.61  0.02  -0.85  
91914  0.10  -0.02  0.14  0.11  0.15  -0.29  -0.21  -0.38  0.03  -0.72  
91916  0.10  -0.14  0.15  0.00  0.18  -0.36  -0.09  -0.49  0.03  -0.59  
91917  -0.11  0.09  0.34  0.25  0.10  0.42  -0.53  0.04  -0.38  -0.63  
91918  -0.28  0.37  0.34  0.39  0.31  0.19  -0.50  -0.41  -0.14  -0.52  
91919  -0.28  0.28  0.12  0.18  0.09  0.22  -0.24  -0.38  -0.26  -0.71  
91920  -0.36  0.06  -0.01  -0.17  0.15  0.16  -0.39  -0.06  -0.04  -0.95  
91921  -0.29  0.36  -0.01  0.03  -0.03  0.23  -0.59  -0.42  -0.25  -0.92  
91922  -0.21  0.30  0.08  -0.08  0.15  0.48  -0.55  -0.36  -0.51  -0.83  
91923  -0.29  0.04  0.05  0.12  0.34  0.26  -0.59  -0.11  -0.51  -0.82  
91924  -0.35  0.15  0.06  0.29  0.20  0.29  -0.37  -0.39  -0.45  -0.64  
91925  -0.24  0.00  -0.15  0.22  0.01  0.46  -0.64  -0.23  -0.10  -0.83  
91926  -0.18  0.42  0.17  0.09  0.62  0.29  -0.67  0.24  -0.11  -0.50  
91927  -0.25  0.11  0.00  0.19  0.66  0.06  -0.64  -0.11  -0.68  -0.82  
91928  -0.23  0.10  -0.03  0.06  -0.03  0.20  -0.44  0.22  -0.56  -0.90  
91929  -0.26  0.17  0.16  0.26  -0.09  0.52  -0.48  -0.15  -0.43  -1.07  
91930  -0.40  0.15  0.27  0.06  0.27  0.29  -0.45  -0.06  -0.49  -0.99  
91931  -0.54  0.19  0.09  0.42  0.38  0.03  -0.53  -0.18  -0.45  -0.61  
91932  -0.20  0.48  0.13  0.23  0.37  0.09  -0.77  -0.46  -0.41  -0.96  
91933  0.11  0.17  0.11  0.27  -0.02  0.08  -0.44  -0.45  -0.33  -0.49  
91934  -0.29  0.18  0.15  0.27  -0.06  0.50  -0.60  -0.33  -0.38  -0.82  
91935  -0.16  0.07  -0.01  -0.15  0.14  0.17  -0.49  -0.40  -0.42  -0.46  
91936  -0.18  0.41  0.23  0.08  0.24  0.29  -0.53  -0.21  -0.44  -0.75  
91937  -0.27  0.04  0.06  -0.13  -0.31  0.10  -0.43  0.12  -0.22  -0.66  
91938  -0.30  0.24  0.06  0.10  0.20  0.23  -0.62  -0.25  -0.41  -0.72  
91940  -0.19  0.15  0.20  0.09  0.24  0.19  -0.48  -0.17  -0.67  -0.64  
91942  -0.01  -0.07  0.07  0.04  0.21  -0.15  -0.15  -0.25  0.10  -0.61  
91943  -0.01  0.32  0.07  0.01  0.24  -0.12  -0.44  -0.47  -0.42  -0.70  
91944  -0.09  0.31  0.09  0.13  0.07  -0.01  -0.25  -0.19  -0.51  -0.72  
91945  -0.44  0.31  0.31  0.23  0.19  0.07  -0.18  -0.15  -0.61  -0.70  
91946  -0.29  -0.06  0.16  -0.07  -0.24  0.22  -0.25  -0.58  -0.36  -0.88  
91947  -0.11  0.11  0.15  0.27  0.43  0.54  -0.45  -0.08  -0.21  -0.81  
91948  -0.37  0.15  0.11  -0.20  0.20  0.00  -0.39  -0.25  -0.02  -0.62  
91949  -0.33  0.40  0.11  0.36  0.15  0.26  -0.30  -0.29  -0.41  -0.78  
91950  -0.28  0.02  -0.04  -0.05  0.10  -0.05  -0.54  -0.28  -0.43  -0.86  
91951  -0.09  0.16  0.17  -0.02  0.26  0.51  -0.49  -0.43  -0.22  -0.73  
91952  -0.33  0.05  -0.01  0.13  0.16  0.58  -0.48  -0.07  -0.48  -0.42  
91953  -0.40  0.27  0.08  0.45  0.14  0.53  -0.34  0.01  -0.29  -0.75  
