nrun   cer1    cer2    cer3    cer4    cer5    cer6    cer7    cer8    cer9    cer10   flag
91033  433.27  351.28  400.30  428.28  419.48  385.80  397.32  399.13  319.54  295.18  0
91034  436.60  349.11  389.41  429.01  414.06  394.80  387.97  399.14  363.39  -13.46  1
91035  427.87  350.45  393.50  426.62  422.03  393.09  393.22  374.92  296.01  335.10  1
91036  422.89  346.96  399.08  421.33  423.89  396.57  402.21  374.29  307.23  326.32  0
91037  440.47  348.50  406.54  408.30  406.94  406.07  404.24  387.19  352.96  326.10  0
91038  426.14  350.69  388.83  422.43  417.79  372.27  392.64  402.31  340.58  297.88  0
91039  435.78  352.24  387.82  412.70  407.71  402.85  381.47  382.43  325.45  305.79  0
91042  426.05  343.87  386.28  423.48  417.42  409.82  391.66  368.70  424.97  308.83  0
91043  424.01  338.06  378.65  412.55  411.65  388.33  378.37  302.56  330.27  58.55  1
91056  430.01  348.77  403.05  425.62  414.99  391.55  398.50  406.76  322.25  292.34  0
91058  508.83  349.54  394.47  410.04  411.83  396.56  408.85  364.39  402.30  399.02  1
91059  439.08  345.92  400.53  431.01  421.69  397.89  387.89  333.34  346.77  339.33  0
91060  432.07  351.46  392.56  428.95  418.84  396.37  392.28  331.92  -344.81  308.25  1
91061  438.20  349.30  396.57  430.29  413.70  400.65  398.19  316.74  344.63  342.50  1
91062  427.27  346.22  389.04  414.18  416.75  403.35  393.93  317.81  248.82  323.01  1
91063  426.51  346.13  388.12  401.37  402.47  378.27  339.65  395.86  205.14  291.23  1
91064  427.23  350.56  399.55  409.19  403.25  390.19  389.57  327.58  339.49  280.55  0
91065  423.47  351.06  391.75  420.53  412.60  411.46  401.22  360.34  327.33  337.69  0
91066  421.29  347.06  407.46  420.22  418.70  395.71  395.36  344.00  375.70  448.04  1
91067  427.78  347.22  381.12  423.49  414.25  393.28  394.72  358.01  374.85  342.14  1
91068  430.29  349.45  396.11  428.37  414.13  401.49  396.91  354.92  360.92  294.70  1
91069  438.98  346.83  381.06  419.13  413.78  394.40  392.42  318.77  324.64  340.36  0
91070  431.11  344.52  380.43  420.08  423.13  396.24  381.24  319.17  288.51  332.27  0
91071  423.82  352.58  386.24  425.65  413.10  389.47  403.92  313.66  350.35  317.60  0
91072  439.42  342.00  391.59  402.67  418.61  401.87  388.37  333.38  369.42  280.81  1
91073  434.51  350.74  389.20  428.16  415.24  409.14  401.14  300.77  395.48  311.67  1
91074  433.93  349.53  403.77  422.47  413.18  381.39  404.36  369.65  328.05  316.54  1
91075  432.40  345.78  399.06  447.28  415.88  394.89  385.20  318.23  297.56  317.60  1
91076  425.09  349.47  374.59  413.09  417.40  388.12  392.10  320.15  304.34  275.13  0
91077  443.36  349.79  392.54  422.31  425.64  401.56  385.42  248.99  -157.18  296.87  1
91078  430.48  351.36  389.80  411.16  405.76  390.56  406.44  332.29  380.86  309.85  1
91079  440.55  342.60  394.45  418.92  415.66  408.50  380.37  366.47  382.57  309.04  1
91080  431.14  346.42  386.53  418.10  418.92  396.67  397.24  319.26  315.62  356.48  1
91081  426.12  350.47  383.80  420.91  412.64  416.56  396.89  201.19  337.36  -1338.66  1
91082  425.90  354.88  390.03  417.26  418.41  400.91  385.16  356.43  352.59  307.82  1
91083  434.23  352.34  388.94  416.89  413.46  403.67  397.62  347.67  296.33  175.51  1
91084  440.46  348.67  384.41  424.57  415.88  405.82  411.51  317.37  322.72  282.99  0
91085  431.35  346.08  395.80  418.88  416.88  398.69  389.83  333.29  320.81  351.53  0
91086  449.40  349.48  390.68  415.41  425.09  392.08  389.89  320.69  310.31  376.43  1
91087  445.87  349.55  394.53  424.64  415.29  409.45  390.51  344.16  298.24  338.09  1
91088  449.91  345.22  396.61  426.77  420.60  398.68  395.64  338.79  344.86  294.35  0
91089  440.84  345.46  392.42  416.66  405.40  386.33  395.06  351.71  324.90  293.73  1
91091  424.84  333.27  347.57  376.65  348.92  306.39  326.79  317.50  315.55  320.30  0
91093  524.79  339.93  369.06  403.04  409.56  363.73  378.93  326.82  318.71  304.66  1
91094  431.94  346.27  400.30  428.44  423.24  407.49  395.15  236.20  314.79  329.67  0
91095  429.78  347.08  390.46  416.33  415.52  386.84  393.54  386.76  492.63  251.42  0
91096  428.53  342.95  406.87  425.68  414.49  411.09  381.10  332.03  379.03  305.48  1
91097  432.10  347.07  389.66  431.96  406.85  392.14  384.42  490.21  349.28  381.71  1
91098  430.46  348.51  394.00  416.95  413.92  380.78  404.75  381.78  403.83  355.03  1
91099  426.72  351.77  395.14  432.05  419.32  412.26  394.83  395.07  297.69  343.67  1
91100  425.68  346.05  397.94  425.88  412.55  399.01  393.00  359.97  321.49  304.14  0
91102  622.00  345.78  400.46  362.55  356.81  340.37  336.94  295.39  324.38  296.92  1
91103  422.36  347.88  395.61  419.85  415.79  396.47  380.52  399.02  341.04  312.23  1
91104  433.61  352.74  391.45  414.01  415.66  407.62  404.72  402.82  304.21  325.57  0
91105  426.47  345.85  383.15  421.44  418.86  411.22  401.04  386.39  325.36  313.59  0
91106  429.20  348.22  385.12  425.52  414.84  406.76  390.70  375.40  313.72  298.12  0
91109  295.76  272.96  276.87  300.72  271.04  280.05  172.60  314.74  304.40  291.64  1
91110  422.28  351.06  396.30  431.32  415.78  417.96  389.71  400.57  366.42  322.08  1
91111  427.23  349.92  399.07  433.00  411.06  413.22  391.65  400.37  410.13  308.00  1
91113  412.03  349.21  379.70  424.78  412.71  393.09  386.54  392.80  -456.98  310.04  1
91114  424.54  351.82  386.10  422.20  413.95  402.13  387.80  420.46  571.11  330.81  1
91115  439.07  348.21  390.70  421.14  414.95  404.12  400.47  385.87  382.26  341.79  1
91116  433.12  349.38  393.70  417.73  412.88  409.51  408.83  410.00  356.19  320.73  1
91118  426.05  345.81  380.44  419.95  415.69  404.19  384.05  371.62  341.27  300.71  0
91120  423.88  344.87  394.75  418.73  422.23  406.26  393.77  401.33  331.53  325.67  0
91122  1809.15  334.04  366.04  385.02  351.03  331.62  316.66  415.29  307.76  318.87  1
91124  411.77  347.60  372.64  429.37  411.48  410.41  391.75  762.41  296.53  300.64  1
91126  419.53  347.92  380.66  502.64  423.81  404.15  391.61  401.44  340.73  304.74  1
91127  430.12  347.16  376.76  413.12  412.72  412.06  376.90  379.58  301.75  400.89  1
91130  426.22  351.18  406.61  412.78  420.30  406.75  392.71  398.48  389.15  309.22  1
91131  415.64  354.97  383.33  420.13  414.71  405.42  384.04  395.92  313.55  339.69  0
91132  421.35  354.53  395.92  412.96  422.28  369.67  389.04  395.25  744.62  314.33  1
91134  395.70  342.32  386.24  477.63  367.17  316.76  320.52  309.14  313.42  331.91  0
91135  391.92  334.63  358.13  350.53  341.21  330.10  333.17  320.45  325.72  307.72  0
91137  424.98  354.91  382.99  417.19  415.67  384.25  395.12  395.10  335.34  316.82  0
91140  426.35  348.90  370.02  431.03  419.43  412.39  379.97  420.14  321.75  370.59  1
91141  292.00  263.05  298.43  315.81  252.45  295.66  280.24  296.93  292.05  290.81  1
91142  422.49  347.12  381.57  423.66  418.15  387.74  393.29  393.63  310.54  293.33  0
91143  425.31  343.04  376.48  418.32  421.93  400.02  354.08  386.67  475.10  313.37  0
91144  425.70  346.63  394.31  412.56  413.86  393.13  396.53  378.96  112.54  320.26  1
91146  430.59  346.51  384.77  425.69  422.25  401.61  392.42  372.47  306.72  304.32  0
91147  426.56  343.67  411.05  419.85  419.28  398.27  391.68  390.74  322.86  324.77  0
91151  303.88  343.97  381.57  402.89  403.15  387.38  371.02  316.43  324.68  353.37  1
91152  438.60  351.22  380.67  425.72  410.71  382.69  412.96  394.09  399.55  314.51  1
91162  179.97  279.12  266.63  310.66  252.98  294.76  288.85  288.64  248.18  352.38  1
91163  414.88  352.92  401.36  421.26  418.16  401.94  393.44  393.02  415.32  362.03  1
91164  421.32  349.29  395.70  428.89  415.86  407.76  392.63  370.58  408.21  319.95  1
91165  428.63  350.70  400.22  420.64  420.47  389.18  397.09  367.99  380.05  304.86  1
91166  422.22  349.76  383.50  423.96  418.59  408.47  393.47  381.44  329.57  307.68  0
91167  416.67  348.46  390.90  429.74  415.67  400.99  397.30  395.38  318.87  308.73  0
91168  418.25  356.86  392.58  430.06  411.83  374.98  398.45  379.17  379.23  317.96  0
91169  425.27  351.53  390.75  428.44  418.57  407.65  388.54  380.75  842.41  330.66  1
91170  423.80  351.47  389.35  428.00  413.13  408.19  396.58  376.48  432.35  358.22  1
91171  420.43  347.76  385.37  424.40  420.69  385.09  407.93  372.45  334.67  359.66  1
91172  411.02  351.24  395.89  421.02  413.98  378.33  407.29  343.54  354.46  358.01  1
91173  421.37  349.88  385.23  429.73  421.29  406.47  394.04  478.70  366.48  326.00  1
91174  422.37  342.99  376.15  400.74  414.14  405.32  389.26  374.68  309.95  317.17  0
91177  421.64  352.67  387.22  415.82  409.77  378.71  385.89  384.79  339.38  286.78  0
91178  424.80  350.48  383.60  403.70  400.15  382.35  378.05  331.66  355.62  371.84  1
91179  404.76  344.42  393.06  530.86  413.15  408.38  393.02  335.18  343.06  326.89  1
91182  419.89  351.37  380.58  421.58  421.87  382.26  385.59  356.64  314.66  320.95  0
91183  430.44  348.47  385.46  425.10  417.36  390.85  387.26  361.73  333.98  298.81  0
91184  427.23  354.30  396.79  420.12  414.48  404.75  397.82  359.02  411.59  -267.35  1
91185  424.59  352.70  385.85  421.23  411.46  404.15  400.42  376.06  314.83  323.25  0
91192  271.71  262.13  265.08  275.75  269.41  300.58  269.00  290.23  311.46  278.56  1
91193  421.67  354.45  389.42  431.13  417.79  413.17  391.55  357.90  300.76  333.90  0
91194  433.63  347.41  383.02  425.18  421.10  389.36  387.98  375.83  330.52  323.56  0
91195  431.45  348.13  387.00  425.41  417.24  404.18  384.01  400.08  327.42  375.86  1
91196  488.34  345.69  390.72  376.42  412.21  388.28  370.83  389.86  325.47  322.39  1
91197  421.82  349.04  404.19  433.89  419.91  402.24  391.76  379.81  329.28  291.27  0
91198  423.31  347.38  387.62  413.92  414.36  402.17  401.67  374.03  344.07  307.54  0
91199  424.60  350.82  403.84  401.56  418.31  394.75  387.51  384.03  376.39  333.76  1
91200  428.32  353.35  402.79  426.38  421.05  419.60  396.14  387.04  325.62  329.91  0
91208  395.64  333.93  363.20  355.70  331.59  350.59  329.92  335.23  329.51  330.07  0
91209  391.85  336.86  367.16  347.78  349.62  348.46  336.05  351.86  317.36  315.91  0
91210  411.27  339.85  387.49  375.26  349.66  356.27  346.59  351.47  310.89  306.37  0
91211  404.20  332.67  370.51  348.91  336.83  344.50  332.45  342.86  313.99  313.18  0
91212  385.32  331.69  370.46  358.42  344.18  334.14  339.61  333.75  303.76  304.28  0
91213  413.37  343.03  385.16  399.26  401.94  362.81  365.49  346.00  336.36  315.19  1
91217  231.34  274.08  305.82  280.36  267.88  272.25  261.23  259.37  334.82  295.05  0
91218  408.86  344.55  381.98  411.37  412.49  378.03  394.22  390.37  364.83  289.13  0
91219  1533.02  336.65  366.54  446.42  390.34  381.32  319.63  210.23  280.27  301.61  1
91220  422.66  349.91  394.03  435.32  425.48  418.91  396.37  382.82  369.98  307.40  1
91221  408.08  348.40  395.36  422.80  419.07  395.92  392.57  404.31  318.19  298.95  0
91222  412.69  348.46  395.19  412.67  393.85  388.03  322.97  403.85  354.18  312.18  1
91223  410.82  350.05  397.79  421.88  420.58  398.90  407.68  383.90  706.90  314.51  1
91224  421.33  345.34  396.07  411.72  409.80  399.15  397.77  419.65  314.24  314.08  0
91225  404.46  344.55  384.20  425.70  418.16  401.65  384.47  388.36  219.27  298.61  0
91226  415.35  347.82  392.89  422.75  409.43  404.87  384.93  388.19  376.98  298.90  1
91227  418.24  349.37  402.98  421.54  414.54  403.44  394.31  400.40  384.34  301.26  1
91228  409.84  347.23  396.70  426.83  417.77  420.25  395.83  381.40  379.97  263.15  1
91229  408.75  346.64  387.84  413.89  414.55  428.41  411.68  377.20  336.57  365.72  0
91230  409.68  347.05  401.09  422.08  413.90  395.74  393.93  385.60  341.29  297.51  0
91231  403.30  355.67  378.96  413.77  404.16  398.42  373.06  389.52  755.10  440.50  1
91232  421.21  351.52  394.06  424.44  415.82  411.40  400.25  394.68  398.40  443.09  1
91233  412.50  347.49  400.56  415.72  416.45  411.12  397.57  385.21  404.24  317.48  1
91234  402.95  342.01  399.45  424.19  412.97  412.88  395.21  389.31  340.02  332.54  0
91235  404.35  350.85  393.16  422.60  419.57  408.07  401.13  393.08  320.34  312.28  0
91236  420.81  352.77  400.91  416.84  420.22  404.86  397.05  407.70  337.61  324.62  1
91237  411.82  347.76  386.03  416.42  411.76  396.99  385.10  394.25  272.09  300.76  0
91238  403.86  346.29  393.74  421.96  415.78  400.84  397.56  400.92  379.58  361.91  1
91239  418.64  346.75  399.29  426.10  412.40  403.08  399.89  392.37  321.87  322.47  0
91240  402.88  346.81  396.22  430.50  416.31  378.59  385.88  402.39  333.30  304.57  0
91241  400.12  343.87  386.04  433.39  411.56  389.75  371.63  379.22  338.38  -404.72  1
91242  402.66  348.48  397.35  416.36  416.18  400.00  397.04  379.02  66.55  387.16  1
91244  412.94  344.30  394.02  408.64  411.85  410.63  386.65  386.96  327.86  310.23  0
91245  516.03  348.33  396.86  416.99  430.55  377.07  397.32  363.15  311.09  341.62  1
91246  410.14  346.53  390.69  422.63  415.54  383.27  404.20  380.42  -73.06  280.04  1
91247  424.85  346.69  397.11  428.69  416.32  379.30  395.96  378.50  317.02  302.68  0
91248  396.28  346.70  389.84  414.02  410.91  390.30  376.73  372.35  316.11  288.48  0
91249  411.63  341.81  398.35  417.45  414.43  395.42  398.78  396.25  474.01  355.64  1
91250  412.48  350.19  396.90  428.29  408.18  403.63  408.19  329.13  326.38  310.19  0
91251  408.88  344.55  404.38  413.14  419.32  394.88  387.65  392.58  334.03  312.28  0
91252  411.52  346.35  393.57  423.32  413.19  391.60  387.74  403.88  338.83  330.36  0
91253  408.03  341.72  394.43  407.64  400.23  396.67  374.19  391.67  305.62  -71.93  1
91254  420.77  348.27  405.72  409.78  415.85  420.82  378.10  422.34  388.57  346.71  1
91255  421.95  347.99  403.29  430.10  422.58  406.29  395.80  415.82  324.85  332.56  0
